username,2,SimpleCallbackHandler::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\authentication\\adsson\\SimpleCallbackHandler.java::private String username;,ITrackerUserDetails::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\authentication\\ITrackerUserDetails.java::private final String username;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
number,3,Version::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\Version.java::private String number;,VersionForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\VersionForm.java::String number;,VersionInfo::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\util\\EditProjectFormActionUtil.java::private String number;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
order,3,Configuration::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\Configuration.java::private int order;,ConfigurationForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\ConfigurationForm.java::Integer order;,FormatPaginationLinkTag::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatPaginationLinkTag.java::private String order = null;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQL_TYPES,4,EnumCodeUserType::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\persistence\\dao\\EnumCodeUserType.java::private static final int[] SQL_TYPES = {Types.SMALLINT};,EnumNameUserType::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\persistence\\dao\\EnumNameUserType.java::private static final int[] SQL_TYPES = {Types.VARCHAR};,EnumOrdinalUserType::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\persistence\\dao\\EnumOrdinalUserType.java::private static final int[] SQL_TYPES = {Types.SMALLINT};,IntBooleanType::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\persistence\\dao\\IntBooleanType.java::private static final int[] SQL_TYPES = {Types.INTEGER};,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
script,4,ProjectScript::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\ProjectScript.java::private WorkflowScript script;,WorkflowScript::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\WorkflowScript.java::private String script;,WorkflowScriptForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\WorkflowScriptForm.java::String script;,ProjectScriptPTO::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\ptos\\ProjectScriptPTO.java::private final ProjectScript script;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sortOptionsByName,2,CustomField::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\CustomField.java::private boolean sortOptionsByName;,CustomFieldForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\CustomFieldForm.java::String sortOptionsByName = null;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
driver,2,AbstractSeleniumTestCase::itracker\\itracker-web\\src\\test\\java\\org\\itracker\\selenium\\AbstractSeleniumTestCase.java::protected WebDriver driver;,SeleniumManager::itracker\\itracker-web\\src\\test\\java\\org\\itracker\\selenium\\SeleniumManager.java::private static WebDriver driver = null;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
configurationService,10,ITrackerResources::itracker\\itracker-core\\src\\main\\java\\org\\itracker\\core\\resources\\ITrackerResources.java::private static ITrackerResourcesProvider configurationService;,AbstractPluggableAuthenticator::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\authentication\\AbstractPluggableAuthenticator.java::private ConfigurationService configurationService = null;,DefaultEmailService::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\implementations\\DefaultEmailService.java::private ConfigurationService configurationService;,IssueServiceImpl::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\implementations\\IssueServiceImpl.java::private ConfigurationService configurationService;,ITrackerServicesImpl::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\implementations\\ITrackerServicesImpl.java::private ConfigurationService configurationService;,UserServiceImpl::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\implementations\\UserServiceImpl.java::private ConfigurationService configurationService;,ItrackerResourcesIT::itracker\\itracker-services\\src\\test\\java\\org\\itracker\\core\\resources\\ItrackerResourcesIT.java::private ConfigurationService configurationService;,AuthenticatorForProjectPermissionIT::itracker\\itracker-services\\src\\test\\java\\org\\itracker\\services\\authentication\\AuthenticatorForProjectPermissionIT.java::private ConfigurationService configurationService;,ConfigurationServiceIT::itracker\\itracker-services\\src\\test\\java\\org\\itracker\\services\\ConfigurationServiceIT.java::ConfigurationService configurationService;,ApplicationInitialization::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\ApplicationInitialization.java::private ConfigurationService configurationService;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
login,6,User::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\User.java::private String login;,GetUserModelFromADPrivilegedAction::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\authentication\\adsson\\GetUserModelFromADPrivilegedAction.java::private String login;,ForgotPasswordForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\ForgotPasswordForm.java::java.lang.String login;,LoginForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\LoginForm.java::private String login = null;,UserForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\UserForm.java::private String login = null;,SessionTracker::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\util\\SessionTracker.java::private String login;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
customFieldValueDAO,3,CustomFieldValueDAOImplIT::itracker\\itracker-persistence\\src\\test\\java\\org\\itracker\\persistence\\dao\\CustomFieldValueDAOImplIT.java::private CustomFieldValueDAO customFieldValueDAO;,ConfigurationServiceImpl::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\implementations\\ConfigurationServiceImpl.java::private CustomFieldValueDAO customFieldValueDAO;,ConfigurationServiceIT::itracker\\itracker-services\\src\\test\\java\\org\\itracker\\services\\ConfigurationServiceIT.java::private CustomFieldValueDAO customFieldValueDAO;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relatedIssueId,2,IssueForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\IssueForm.java::private Integer relatedIssueId = null;,IssueRelationForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\IssueRelationForm.java::private Integer relatedIssueId;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emailService,2,ITrackerServicesImpl::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\implementations\\ITrackerServicesImpl.java::private EmailService emailService;,NotificationServiceImpl::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\implementations\\NotificationServiceImpl.java::private EmailService emailService;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYPE_UNKNOWN,2,ImportExportException::itracker\\itracker-core\\src\\main\\java\\org\\itracker\\ImportExportException.java::public static final int TYPE_UNKNOWN = -1;,"IssueException::itracker\\itracker-core\\src\\main\\java\\org\\itracker\\IssueException.java::public static final String TYPE_UNKNOWN = ""itracker.web.error.system"";",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
permissionDAO,3,PermissionDAOImplIT::itracker\\itracker-persistence\\src\\test\\java\\org\\itracker\\persistence\\dao\\PermissionDAOImplIT.java::private PermissionDAO permissionDAO;,UserServiceImpl::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\implementations\\UserServiceImpl.java::private PermissionDAO permissionDAO = null;,UserServiceImplIT::itracker\\itracker-services\\src\\test\\java\\org\\itracker\\services\\UserServiceImplIT.java::private PermissionDAO permissionDAO;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caller,8,IssueForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\IssueForm.java::private String caller = null;,IssueRelationForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\IssueRelationForm.java::private String caller;,MoveIssueForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\MoveIssueForm.java::private String caller;,RemoveHistoryForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\RemoveHistoryForm.java::java.lang.String caller;,RemoveRelationForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\RemoveRelationForm.java::java.lang.String caller;,FormatIconActionTag::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatIconActionTag.java::private String caller = null;,FormatImageActionTag::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatImageActionTag.java::private String caller = null;,FormatLinkTag::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatLinkTag.java::private String caller = null;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saveLogin,2,UserPreferences::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\UserPreferences.java::private boolean saveLogin;,LoginForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\LoginForm.java::private boolean saveLogin;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
password,6,User::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\User.java::private String password;,SimpleCallbackHandler::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\authentication\\adsson\\SimpleCallbackHandler.java::private String password;,ITrackerUserDetails::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\authentication\\ITrackerUserDetails.java::private final String password;,LoginForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\LoginForm.java::private String password = null;,UserForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\UserForm.java::private String password = null;,MailNotification::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\scheduler\\tasks\\MailNotification.java::private String password;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
notificationDAO,2,NotificationDAOImplIT::itracker\\itracker-persistence\\src\\test\\java\\org\\itracker\\persistence\\dao\\NotificationDAOImplIT.java::private NotificationDAO notificationDAO;,NotificationServiceIT::itracker\\itracker-services\\src\\test\\java\\org\\itracker\\services\\NotificationServiceIT.java::private NotificationDAO notificationDAO;,NotificationServiceImpl::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\implementations\\NotificationServiceImpl.java::private NotificationDAO notificationDao;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hiddenIndexSections,2,UserPreferences::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\UserPreferences.java::private int hiddenIndexSections = 0;,UserForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\UserForm.java::private Integer[] hiddenIndexSections = null;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sortOrder,2,CustomFieldValue::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\CustomFieldValue.java::private int sortOrder;,CustomFieldValueForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\CustomFieldValueForm.java::private Integer sortOrder;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
items,2,LanguageForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\LanguageForm.java::private Map<String* String> items = new HashMap<String* String>();,ImportHandler::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\util\\ImportHandler.java::private List<AbstractEntity> items;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
