version,FormRelease::sagan\\sagan-site\\src\\main\\java\\sagan\\site\\projects\\admin\\ProjectFormReleases.java::private String version;,3,"sagan\sagan-site\src\main\resources\templates\admin\project\edit-releases.html::edit-releases.html::<td><span data-th-text=""*{releases[__${releaseStat.index}__].version}""></span></td>::68","sagan\sagan-site\src\main\resources\templates\admin\project\edit-releases.html::edit-releases.html::<td><input class=""input"" type=""text"" data-th-field=""*{newRelease.version}""/></td>::76","sagan\sagan-site\src\main\resources\templates\admin\project\edit-releases.html::edit-releases.html::<input class=""input"" type=""hidden"" data-th-field=""*{releases[__${releaseStat.index}__].version}""/>::65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
version,Release::sagan\\sagan-site\\src\\main\\java\\sagan\\site\\projects\\Release.java::private Version version;,3,"sagan\sagan-site\src\main\resources\templates\projects\show.html::show.html::<span class=""release-display-name"" data-th-text=""${release.version}"">::161","sagan\sagan-site\src\main\resources\templates\projects\show.html::show.html::data-th-text=""${release.version}"">::47","sagan\sagan-site\src\main\resources\templates\projects\show.html::show.html::<span class=""release-display-name"" data-th-text=""${release.version}"">::136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
version,SpringToolsDownload::sagan\\sagan-site\\src\\main\\java\\sagan\\site\\tools\\SpringToolsDownload.java::private String version;,5,"sagan\sagan-site\src\main\resources\templates\admin\tools\edit.html::edit.html::<td><input class=""input"" type=""text"" data-th-field=""*{downloads[__${size}__].version}""/></td>::48","sagan\sagan-site\src\main\resources\templates\tools\list.html::list.html::data-th-href=""${download.downloadUrl}""><strong data-th-text=""|${download.label} ${download.version}|"">Spring Tools 4</strong><br><span class='smaller thin tt-none'>VSCode Marketplace</span></a>::40","sagan\sagan-site\src\main\resources\templates\admin\tools\edit.html::edit.html::<td><input class=""input"" type=""text"" data-th-field=""*{downloads[__${downloadStat.index}__].version}""/></td>::41","sagan\sagan-site\src\main\resources\templates\tools\list.html::list.html::data-th-each=""download : ${theia.downloads}"" data-th-href=""${download.downloadUrl}""><strong data-th-text=""|${download.label} ${download.version}|"">Spring Tools 4</strong><br><span class='smaller thin tt-none'>Installation for Theia</span></a>::53","sagan\sagan-site\src\main\resources\templates\tools\list.html::list.html::data-th-href=""${download.downloadUrl}"" data-th-text=""|${download.version} ${download.label}|"">v4.5 STS4 Linux 64-bit</a>::26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
format,PostForm::sagan\\sagan-site\\src\\main\\java\\sagan\\site\\blog\\PostForm.java::private PostCategory category;,10,"sagan\sagan-site\src\main\resources\templates\admin\blog\new.html::new.html::<select name=""format"" data-th-field=""*{format}"">::62","sagan\sagan-site\src\main\resources\templates\admin\blog\new.html::new.html::<div class=""select"" data-th-classappend=""(${#fields.hasErrors('format')}? ' is-danger')"">::61","sagan\sagan-site\src\main\resources\templates\admin\blog\edit.html::edit.html::<select name=""format"" data-th-field=""*{format}"">::69","sagan\sagan-site\src\main\resources\templates\admin\blog\edit.html::edit.html::<option data-th-each=""format : ${formats}"" data-th-value=""${format.id}""::70","sagan\sagan-site\src\main\resources\templates\admin\blog\edit.html::edit.html::<div class=""select"" data-th-classappend=""(${#fields.hasErrors('format')}? ' is-danger')"">::68","sagan\sagan-site\src\main\resources\templates\admin\blog\new.html::new.html::data-th-text=""${format.displayName}"">::64","sagan\sagan-site\src\main\resources\templates\admin\blog\new.html::new.html::<option data-th-each=""format : ${formats}"" data-th-value=""${format.id}""::63","sagan\sagan-site\src\main\resources\templates\admin\blog\edit.html::edit.html::data-th-text=""${format.displayName}"">::71","sagan\sagan-site\src\main\resources\templates\admin\blog\edit.html::edit.html::<p class=""help is-danger"" data-th-if=""${#fields.hasErrors('format')}"" data-th-errors=""*{format}"">::75","sagan\sagan-site\src\main\resources\templates\admin\blog\new.html::new.html::<p class=""help is-danger"" data-th-if=""${#fields.hasErrors('format')}"" data-th-errors=""*{format}"">::68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
category,PostForm::sagan\\sagan-site\\src\\main\\java\\sagan\\site\\blog\\PostForm.java::private PostCategory category;,6,"sagan\sagan-site\src\main\resources\templates\admin\blog\new.html::new.html::<p class=""help is-danger"" data-th-if=""${#fields.hasErrors('category')}"" data-th-errors=""*{category}"">::53","sagan\sagan-site\src\main\resources\templates\admin\blog\new.html::new.html::<select name=""category"" data-th-field=""*{category}"">::48","sagan\sagan-site\src\main\resources\templates\admin\blog\new.html::new.html::<div class=""select"" data-th-classappend=""(${#fields.hasErrors('category')}? ' is-danger')"">::47","sagan\sagan-site\src\main\resources\templates\admin\blog\edit.html::edit.html::<p class=""help is-danger"" data-th-if=""${#fields.hasErrors('category')}"" data-th-errors=""*{category}"">::60","sagan\sagan-site\src\main\resources\templates\admin\blog\edit.html::edit.html::<div class=""select"" data-th-classappend=""(${#fields.hasErrors('category')}? ' is-danger')"">::54","sagan\sagan-site\src\main\resources\templates\admin\blog\edit.html::edit.html::<select name=""category"" data-th-field=""*{category}"">::55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
category,Post::sagan\\sagan-site\\src\\main\\java\\sagan\\site\\blog\\Post.java::private PostCategory category;,12,"sagan\sagan-site\src\main\resources\templates\blog\index.html::index.html::data-th-text=""${post.category}"">Category</a>::78","sagan\sagan-site\src\main\resources\templates\blog\index.html::index.html::<div data-th-class=""${'meta-data--icon icon blog-icon '+ #strings.toLowerCase(newestPost.category).replace(' '*'-')}""></div>::36","sagan\sagan-site\src\main\resources\templates\blog\index.html::index.html::<a class='category' data-th-href=""@{'/blog/category/'+${post.category.urlSlug}}""::77","sagan\sagan-site\src\main\resources\templates\blog\index.html::index.html::data-th-text=""${newestPost.category}"">Category</a>::38","sagan\sagan-site\src\main\resources\templates\blog\index.html::index.html::<div data-th-class=""${'meta-data--icon icon blog-icon '+ #strings.toLowerCase(post.category).replace(' '*'-')}""></div>::76","sagan\sagan-site\src\main\resources\templates\blog\index.html::index.html::<a class='category' data-th-href=""@{'/blog/category/'+${newestPost.category.urlSlug}}""::37","sagan\sagan-site\src\main\resources\templates\blog\_full_post.html::_full_post.html::<div data-th-class=""${'meta-data--icon icon blog-icon '+ #strings.toLowerCase(post.category).replace(' '*'-')}""></div>::14","sagan\sagan-site\src\main\resources\templates\blog\_full_post.html::_full_post.html::<a class='category' data-th-href=""@{'/blog/category/' + *{category.urlSlug}}"" data-th-text=""${post.category}"">Category</a>::15","sagan\sagan-site\src\main\resources\templates\team\show.html::show.html::data-th-text=""${post.category}"">Category</a>::88","sagan\sagan-site\src\main\resources\templates\team\show.html::show.html::<div data-th-class=""${'meta-data--icon icon blog-icon '+ #strings.toLowerCase(post.category).replace(' '*'-')}""></div>::85","sagan\sagan-site\src\main\resources\templates\team\show.html::show.html::data-th-href=""@{'/blog/category/'+${post.category.urlSlug}}""::87","sagan\sagan-site\src\main\resources\templates\admin\blog\_posts_table.html::_posts_table.html::<span class=""tag is-primary"" data-th-text=""${post.category}"">News</span>::23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
username,MemberProfile::sagan\\sagan-site\\src\\main\\java\\sagan\\site\\team\\MemberProfile.java::private String username;,9,"sagan\sagan-site\src\main\resources\templates\team\index.html::index.html::<a data-th-href=""@{'/team/' + ${profile.username}}"" class=""team-member--avatar"">::33","sagan\sagan-site\src\main\resources\templates\team\show.html::show.html::<meta property=""og:url"" data-th-content=""${'https://www.spring.io/team/' + profile.username}""/>::6","sagan\sagan-site\src\main\resources\templates\blog\_full_post.html::_full_post.html::<a class=""author"" rel=""author"" data-th-text=""${post.author.name}"" data-th-href=""@{'/team/'+${post.author.username}}"" data-th-unless=""${post.author.hidden}"">Author</a>::19","sagan\sagan-site\src\main\resources\templates\team\index.html::index.html::<a data-th-href=""@{'/team/' + ${profile.username}}"" class=""team-member--name"" data-th-text=""${profile.name}"">Member::37","sagan\sagan-site\src\main\resources\templates\blog\index.html::index.html::data-th-href=""@{'/team/'+${newestPost.author.username}}"" data-th-unless=""${newestPost.author.hidden}"">Author</a>::44","sagan\sagan-site\src\main\resources\templates\admin\team\edit.html::edit.html::<li class=""is-active""><a data-th-href=""@{'/admin/team/' + ${profile.username}}"" aria-current=""page""::11","sagan\sagan-site\src\main\resources\templates\blog\index.html::index.html::data-th-href=""@{'/team/'+${post.author.username}}"" data-th-unless=""${post.author.hidden}"">Author</a>::84","sagan\sagan-site\src\main\resources\templates\admin\team\edit.html::edit.html::data-th-text=""${profile.username}"">username</a></li>::12","sagan\sagan-site\src\main\resources\templates\admin\blog\_posts_table.html::_posts_table.html::<a class='author' data-th-href=""@{'/team/'+${post.author.username}}"">::15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
releases,ProjectFormReleases::sagan\\sagan-site\\src\\main\\java\\sagan\\site\\projects\\admin\\ProjectFormReleases.java::private List<FormRelease> releases = new ArrayList<>();,7,"sagan\sagan-site\src\main\resources\templates\admin\project\edit-releases.html::edit-releases.html::<input type=""hidden"" name=""id"" data-th-field=""*{releases[__${releaseStat.index}__].id}"">::64","sagan\sagan-site\src\main\resources\templates\admin\project\edit-releases.html::edit-releases.html::<td><span data-th-text=""*{releases[__${releaseStat.index}__].version}""></span></td>::68","sagan\sagan-site\src\main\resources\templates\admin\project\edit-releases.html::edit-releases.html::data-th-field=""*{releases[__${releaseStat.index}__].refDocUrl}""/></td>::70","sagan\sagan-site\src\main\resources\templates\admin\project\edit-releases.html::edit-releases.html::<input class=""input"" type=""hidden"" data-th-field=""*{releases[__${releaseStat.index}__].version}""/>::65","sagan\sagan-site\src\main\resources\templates\admin\project\edit-releases.html::edit-releases.html::<tr data-th-each=""release*releaseStat : ${project.releases}"">::63","sagan\sagan-site\src\main\resources\templates\admin\project\edit-releases.html::edit-releases.html::data-th-field=""*{releases[__${releaseStat.index}__].apiDocUrl}""/></td>::72","sagan\sagan-site\src\main\resources\templates\admin\project\edit-releases.html::edit-releases.html::data-th-field=""*{releases[__${releaseStat.index}__].toDelete}""/></td>::67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
status,ProjectFormMetadata::sagan\\sagan-site\\src\\main\\java\\sagan\\site\\projects\\admin\\ProjectFormMetadata.java::String status;,7,"sagan\sagan-site\src\main\resources\templates\admin\project\edit-metadata.html::edit-metadata.html::<div class=""select"" data-th-classappend=""(${#fields.hasErrors('status')}? ' is-danger')"">::94","sagan\sagan-site\src\main\resources\templates\admin\project\edit-metadata.html::edit-metadata.html::<select name=""status"" data-th-field=""*{status}"">::95","sagan\sagan-site\src\main\resources\templates\admin\project\edit-metadata.html::edit-metadata.html::<select name=""status"" data-th-field=""*{supportPolicy}"">::121","sagan\sagan-site\src\main\resources\templates\admin\project\edit-metadata.html::edit-metadata.html::<p class=""help is-danger"" data-th-if=""${#fields.hasErrors('status')}"" data-th-errors=""*{status}"">::100","sagan\sagan-site\src\main\resources\templates\admin\project\new.html::new.html::<div class=""select"" data-th-classappend=""(${#fields.hasErrors('status')}? ' is-danger')"">::81","sagan\sagan-site\src\main\resources\templates\admin\project\new.html::new.html::<p class=""help is-danger"" data-th-if=""${#fields.hasErrors('status')}"" data-th-errors=""*{status}"">::87","sagan\sagan-site\src\main\resources\templates\admin\project\new.html::new.html::<select name=""status"" data-th-field=""*{status}"">::82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
status,Project::sagan\\sagan-site\\src\\main\\java\\sagan\\site\\projects\\Project.java::private SupportStatus status = SupportStatus.ACTIVE;,1,"sagan\sagan-site\src\main\resources\templates\admin\project\index.html::index.html::<span class=""tag"" data-th-classappend=""${'is-' + project.status}"" data-th-text=""${project.status.label}"">Active</span>::36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tutorials,GuideIndexController::sagan\\sagan-site\\src\\main\\java\\sagan\\site\\guides\\GuideIndexController.java::private final Tutorials tutorials;,2,"sagan\sagan-site\src\main\resources\templates\guides\index.html::index.html::<div data-th-each=""tutorial : ${tutorials}"" class='guide guide-search half border-box flex' data-th-attr=""data-filterable=${tutorial.title}+' '+${tutorial.description}"">::84","sagan\sagan-site\src\main\resources\templates\guides\index.html::index.html::<a class='guide-link bold blue link-darken antialiased' data-th-href=""@{'/guides/tutorials/'+${tutorial.name}+'/'}"" data-th-text=""${tutorial.title}"">Building REST services with Spring</a>::87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tutorials,ProjectsController::sagan\\sagan-site\\src\\main\\java\\sagan\\site\\projects\\ProjectsController.java::private Tutorials tutorials;,2,"sagan\sagan-site\src\main\resources\templates\projects\show.html::show.html::<div data-th-if=""${tutorials.size() > 0}""::238","sagan\sagan-site\src\main\resources\templates\projects\show.html::show.html::<li data-th-each=""guide : ${tutorials}"">::248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
location,Event::sagan\\sagan-site\\src\\main\\java\\sagan\\site\\events\\Event.java::private String location;,2,"sagan\sagan-site\src\main\resources\templates\events\list.html::list.html::<p class='location m-0' data-th-text=""${event.location}"">Location</p>::24","sagan\sagan-site\src\main\resources\templates\events\community.html::community.html::<p class='location m-0' data-th-text=""${event.location}"">Location</p>::21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
location,MemberProfile::sagan\\sagan-site\\src\\main\\java\\sagan\\site\\team\\MemberProfile.java::private String location;,5,"sagan\sagan-site\src\main\resources\templates\team\index.html::index.html::<p class=""team-member--location"" data-th-text=""${profile.location}"">Some-hometown</p>::41","sagan\sagan-site\src\main\resources\templates\admin\team\edit.html::edit.html::<p class=""help is-danger"" data-th-if=""${#fields.hasErrors('location')}"" data-th-errors=""*{location}"">::52","sagan\sagan-site\src\main\resources\templates\admin\team\edit.html::edit.html::type=""text"" data-th-field=""*{location}"" name=""location"">::51","sagan\sagan-site\src\main\resources\templates\admin\team\edit.html::edit.html::<input class=""input"" data-th-classappend=""(${#fields.hasErrors('location')}? ' is-danger')""::50","sagan\sagan-site\src\main\resources\templates\team\show.html::show.html::<p data-th-text=""*{location}"" data-th-unless=""${#strings.isEmpty(profile.location)}"">::55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
publishAt,Post::sagan\\sagan-site\\src\\main\\java\\sagan\\site\\blog\\Post.java::private Date publishAt;,15,"sagan\sagan-site\src\main\resources\templates\blog\_full_post.html::_full_post.html::<time class='date' pubdate data-th-datetime=""${post.publishAt}"" data-th-text='${post.formattedPublishDate}'>June 18* 2013</time>::24","sagan\sagan-site\src\main\resources\templates\blog\index.html::index.html::data-th-text='${#dates.format(post.publishAt* ""MMMM d* yyyy"")}'>June 18* 2013::90","sagan\sagan-site\src\main\resources\templates\blog\show.html::show.html::<meta property=""og:article:published_time"" data-th-content=""${post.publishAt}"">::23","sagan\sagan-site\src\main\resources\templates\blog\index.html::index.html::<time class='date' pubdate data-th-datetime=""${newestPost.publishAt}""::49","sagan\sagan-site\src\main\resources\templates\learn\index.html::index.html::data-th-text='${#dates.format(newestPost.publishAt* ""MMMM d"")}'>June 18</time>::28","sagan\sagan-site\src\main\resources\templates\team\show.html::show.html::data-th-text='${#dates.format(post.publishAt* ""MMMM d* yyyy"")}'>June::93","sagan\sagan-site\src\main\resources\templates\learn\index.html::index.html::data-th-text='${#dates.format(newestPost.publishAt* ""MMMM d"")}'>June 18</time>::21","sagan\sagan-site\src\main\resources\templates\admin\blog\edit.html::edit.html::<input type=""text"" data-th-field=""*{publishAt}"" name=""publishAt""::82","sagan\sagan-site\src\main\resources\templates\admin\blog\edit.html::edit.html::<p class=""help is-danger"" data-th-if=""${#fields.hasErrors('publishAt')}"" data-th-errors=""*{publishAt}"">::86","sagan\sagan-site\src\main\resources\templates\team\show.html::show.html::<time class='date' pubdate data-th-datetime=""${post.publishAt}""::92","sagan\sagan-site\src\main\resources\templates\blog\index.html::index.html::<time class='date' pubdate data-th-datetime=""${post.publishAt}""::89","sagan\sagan-site\src\main\resources\templates\blog\index.html::index.html::data-th-text='${#dates.format(newestPost.publishAt* ""MMMM d* yyyy"")}'>June 18* 2013::50","sagan\sagan-site\src\main\resources\templates\learn\index.html::index.html::<time class='date' pubdate data-th-datetime=""${newestPost.publishAt}""::27","sagan\sagan-site\src\main\resources\templates\admin\blog\edit.html::edit.html::data-th-classappend=""(${#fields.hasErrors('publishAt')}? ' is-danger')""::84","sagan\sagan-site\src\main\resources\templates\learn\index.html::index.html::<time class='date' pubdate data-th-datetime=""${newestPost.publishAt}""::20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groups,Project::sagan\\sagan-site\\src\\main\\java\\sagan\\site\\projects\\Project.java::private Set<ProjectGroup> groups = new HashSet<>();,3,"sagan\sagan-site\src\main\resources\templates\projects\index.html::index.html::data-th-href=""${project.display.siteUrl}"" data-th-attr=""data-groups=${project.groups.![name]}"">::31","sagan\sagan-site\src\main\resources\templates\projects\index.html::index.html::data-th-href=""${project.display.siteUrl}"" data-th-attr=""data-groups=${project.groups.![name]}"">::66","sagan\sagan-site\src\main\resources\templates\projects\index.html::index.html::data-th-href=""${project.display.siteUrl}"" data-th-attr=""data-groups=${project.groups.![name]}"">::48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groups,ProjectFormInfo::sagan\\sagan-site\\src\\main\\java\\sagan\\site\\projects\\admin\\ProjectFormInfo.java::public Set<String> groups = new HashSet<>();,4,"sagan\sagan-site\src\main\resources\templates\admin\project\edit-info.html::edit-info.html::<p class=""help is-danger"" data-th-if=""${#fields.hasErrors('groups')}"" data-th-errors=""*{groups}"">::103","sagan\sagan-site\src\main\resources\templates\admin\project\edit-info.html::edit-info.html::<div class=""select is-multiple"" data-th-classappend=""(${#fields.hasErrors('groups')}? ' is-danger')"">::97","sagan\sagan-site\src\main\resources\templates\admin\project\edit-info.html::edit-info.html::<select multiple size=""5"" name=""groups"" data-th-field=""*{groups}"">::98","sagan\sagan-site\src\main\resources\templates\admin\project\edit-info.html::edit-info.html::<option data-th-each=""group : ${groups}"" data-th-value=""${group.name}"" data-th-text=""${group.label}"">::99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary,Event::sagan\\sagan-site\\src\\main\\java\\sagan\\site\\events\\Event.java::private String summary;,2,"sagan\sagan-site\src\main\resources\templates\events\list.html::list.html::<h3 class='h3 antialiased' data-th-text=""${event.summary}"">Event</h3>::23","sagan\sagan-site\src\main\resources\templates\events\community.html::community.html::<h3 class='h3 antialiased' data-th-text=""${event.summary}"">Event</h3>::20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avatarUrl,MemberProfile::sagan\\sagan-site\\src\\main\\java\\sagan\\site\\team\\MemberProfile.java::private String avatarUrl;,12,"sagan\sagan-site\src\main\resources\templates\blog\_full_post.html::_full_post.html::<img class=""meta-data--icon"" data-th-src=""@{${post.author.avatarUrl} + '?s=20&amp;d=mm'}"" />::18","sagan\sagan-site\src\main\resources\templates\blog\index.html::index.html::data-th-src=""@{${newestPost.author.avatarUrl} + '?s=20&amp;d=mm'}""/>::42","sagan\sagan-site\src\main\resources\templates\team\show.html::show.html::<img data-th-alt=""*{fullName}"" class=""team-member--avatar"" data-th-src=""*{avatarUrl} + '?s=250&s=250'""::37","sagan\sagan-site\src\main\resources\templates\blog\index.html::index.html::data-th-src=""@{${post.author.avatarUrl} + '?s=20&amp;d=mm'}""/>::82","sagan\sagan-site\src\main\resources\templates\blog\show.html::show.html::<meta name=""twitter:image:src"" data-th-unless=""${#strings.isEmpty(post.author.avatarUrl)}""::14","sagan\sagan-site\src\main\resources\templates\team\show.html::show.html::data-th-unless=""${#strings.isEmpty(profile.avatarUrl)}""/>::38","sagan\sagan-site\src\main\resources\templates\blog\show.html::show.html::<meta property=""og:image"" data-th-unless=""${#strings.isEmpty(post.author.avatarUrl)}""::19","sagan\sagan-site\src\main\resources\templates\blog\show.html::show.html::data-th-content=""${post.author.avatarUrl} + '?s=200'"">::20","sagan\sagan-site\src\main\resources\templates\team\show.html::show.html::<meta property=""og:image"" data-th-content=""${profile.avatarUrl} + '?s=250&s=250'""/>::18","sagan\sagan-site\src\main\resources\templates\team\index.html::index.html::<img data-th-src=""${profile.avatarUrl} + '?s=153&s=153'""/>::34","sagan\sagan-site\src\main\resources\templates\admin\team\edit.html::edit.html::<img data-th-src=""*{avatarUrl}"" width=""300""/>::87","sagan\sagan-site\src\main\resources\templates\blog\show.html::show.html::data-th-content=""${post.author.avatarUrl} + '?s=200'"">::15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cloneUrl,GuideMetadata::sagan\\sagan-site\\src\\main\\java\\sagan\\site\\renderer\\GuideMetadata.java::private String gitUrl;,3,"sagan\sagan-site\src\main\resources\templates\guides\gs\guide.html::guide.html::<button class=""copy-button github"" data-toggle=""tooltip"" data-th-attr=""data-clipboard-text=${guide.cloneUrl}""></button>::40","sagan\sagan-site\src\main\resources\templates\guides\gs\guide.html::guide.html::<input id=""clone-url-https"" readonly=""readonly"" type=""text"" data-th-value=""${guide.cloneUrl}"" />::39","sagan\sagan-site\src\main\resources\templates\guides\gs\guide.html::guide.html::<a class=""gs-guide-import"" data-th-href=""${guide.cloneUrl}"">Import into STS</a>::47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sshUrl,GuideMetadata::sagan\\sagan-site\\src\\main\\java\\sagan\\site\\renderer\\GuideMetadata.java::private String gitUrl;,2,"sagan\sagan-site\src\main\resources\templates\guides\gs\guide.html::guide.html::<input id=""clone-url-ssh"" readonly=""readonly"" type=""text"" data-th-value=""${guide.sshUrl}"" />::43","sagan\sagan-site\src\main\resources\templates\guides\gs\guide.html::guide.html::<button class=""copy-button github"" data-toggle=""tooltip"" data-th-attr=""data-clipboard-text=${guide.sshUrl}""></button>::44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
siteUrl,Display::sagan\\sagan-site\\src\\main\\java\\sagan\\site\\projects\\Display.java::private String siteUrl;,9,"sagan\sagan-site\src\main\resources\templates\projects\_project_links.html::_project_links.html::<a href=""#"" data-th-href=""${project.display.siteUrl}"" class=""project-link"">::9","sagan\sagan-site\src\main\resources\templates\admin\project\index.html::index.html::<a data-th-href=""${project.display.siteUrl}"" target=""_blank"">::39","sagan\sagan-site\src\main\resources\templates\guides\gs\guide.html::guide.html::<li data-th-each=""project : ${projects}""><a data-th-href=""${project.display.siteUrl}"" data-th-text=""${project.name}"">Spring Framework</a></li>::57","sagan\sagan-site\src\main\resources\templates\projects\index.html::index.html::data-th-href=""${project.display.siteUrl}"" data-th-attr=""data-groups=${project.groups.![name]}"">::66","sagan\sagan-site\src\main\resources\templates\projects\show.html::show.html::<a data-th-href=""${proj.display.siteUrl}"" data-th-text=""${proj.getName()}""></a>::22","sagan\sagan-site\src\main\resources\templates\projects\index.html::index.html::data-th-href=""${project.display.siteUrl}"" data-th-attr=""data-groups=${project.groups.![name]}"">::48","sagan\sagan-site\src\main\resources\templates\projects\index.html::index.html::data-th-href=""${project.display.siteUrl}"" data-th-attr=""data-groups=${project.groups.![name]}"">::31","sagan\sagan-site\src\main\resources\templates\admin\project\index.html::index.html::<span data-th-text=""${project.display.siteUrl}"">/projects/spring-framework</span>::43","sagan\sagan-site\src\main\resources\templates\projects\show.html::show.html::<a data-th-href=""${childProject.display.siteUrl}"">::31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bio,MemberProfile::sagan\\sagan-site\\src\\main\\java\\sagan\\site\\team\\MemberProfile.java::private String bio;,3,"sagan\sagan-site\src\main\resources\templates\admin\team\edit.html::edit.html::data-th-field=""*{bio}"" name=""bio"" rows=""5""></textarea>::134","sagan\sagan-site\src\main\resources\templates\admin\team\edit.html::edit.html::data-th-classappend=""(${#fields.hasErrors('bio')}? ' is-danger')""::132","sagan\sagan-site\src\main\resources\templates\admin\team\edit.html::edit.html::<p class=""help is-danger"" data-th-if=""${#fields.hasErrors('bio')}"" data-th-errors=""*{bio}"">::135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
repoUrl,ProjectFormMetadata::sagan\\sagan-site\\src\\main\\java\\sagan\\site\\projects\\admin\\ProjectFormMetadata.java::String repoUrl;,6,"sagan\sagan-site\src\main\resources\templates\admin\project\edit-metadata.html::edit-metadata.html::<p class=""help is-danger"" data-th-if=""${#fields.hasErrors('repoUrl')}"" data-th-errors=""*{repoUrl}"">::87","sagan\sagan-site\src\main\resources\templates\admin\project\new.html::new.html::<p class=""help is-danger"" data-th-if=""${#fields.hasErrors('repoUrl')}"" data-th-errors=""*{repoUrl}"">::53","sagan\sagan-site\src\main\resources\templates\admin\project\new.html::new.html::type=""text"" data-th-field=""*{repoUrl}"" name=""repoUrl""::51","sagan\sagan-site\src\main\resources\templates\admin\project\edit-metadata.html::edit-metadata.html::type=""text"" data-th-field=""*{repoUrl}"" name=""repoUrl""::85","sagan\sagan-site\src\main\resources\templates\admin\project\new.html::new.html::<input class=""input"" data-th-classappend=""(${#fields.hasErrors('repoUrl')}? ' is-danger')""::50","sagan\sagan-site\src\main\resources\templates\admin\project\edit-metadata.html::edit-metadata.html::<input class=""input"" data-th-classappend=""(${#fields.hasErrors('repoUrl')}? ' is-danger')""::84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
githubUrl,GuideMetadata::sagan\\sagan-site\\src\\main\\java\\sagan\\site\\renderer\\GuideMetadata.java::private String gitUrl;,1,"sagan\sagan-site\src\main\resources\templates\guides\gs\guide.html::guide.html::<a data-th-href=""${guide.githubUrl}""><i class=""fab fa-github""></i>Go To Repo</a>::49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
draft,Post::sagan\\sagan-site\\src\\main\\java\\sagan\\site\\blog\\Post.java::private boolean draft = true;,5,"sagan\sagan-site\src\main\resources\templates\admin\blog\edit.html::edit.html::<button name=""draft"" data-th-if=""*{!draft}"" value=""true"" type=""submit"" class=""button is-warning"">Unpublish::90","sagan\sagan-site\src\main\resources\templates\admin\blog\edit.html::edit.html::<button name=""draft"" data-th-if=""*{draft}"" value=""true"" type=""submit"" class=""button is-primary"">Save::43","sagan\sagan-site\src\main\resources\templates\admin\blog\edit.html::edit.html::<button name=""draft"" data-th-if=""*{draft}"" value=""false"" type=""submit"" class=""button is-warning"">Publish now!::92","sagan\sagan-site\src\main\resources\templates\admin\blog\edit.html::edit.html::<button name=""draft"" data-th-if=""*{!draft}"" value=""false"" type=""submit"" class=""button is-primary"">::40","sagan\sagan-site\src\main\resources\templates\admin\blog\edit.html::edit.html::<a data-th-href=""${path}"" data-th-if=""*{draft}"" target=""_blank"" class=""button is-info""::46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
