region,Job::jrecruiter\\jrecruiter-server\\src\\main\\java\\org\\jrecruiter\\model\\Job.java::private Region region;,1,"jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\admin\joblistTable.jsp::joblistTable.jsp::<jmesa:htmlColumn property=""region.name""  titleKey=""jsp.show.jobs.table.job.location"" filterable=""true""/>::24",,,,,,
zoomLevel,Job::jrecruiter\\jrecruiter-server\\src\\main\\java\\org\\jrecruiter\\model\\Job.java::private Integer zoomLevel = Integer.valueOf(8);,1,jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\job-detail.jsp::job-detail.jsp::showJob('map_canvas'*  ${job.latitude}* ${job.longitude}* ${job.zoomLevel});::161,,,,,,
businessPhone,Job::jrecruiter\\jrecruiter-server\\src\\main\\java\\org\\jrecruiter\\model\\Job.java::private String businessPhone;,2,"jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\job-detail.jsp::job-detail.jsp::<s:if test=""job.businessPhone != null && job.businessPhone.length() > 0"">::74",jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\job-detail.jsp::job-detail.jsp::${job.businessPhone}::77,,,,,
businessZip,Job::jrecruiter\\jrecruiter-server\\src\\main\\java\\org\\jrecruiter\\model\\Job.java::private String businessZip;,2,"jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\job-detail.jsp::job-detail.jsp::<label><spring:message code=""jsp._ALL.job.field.zip""/>:</label><s:property value=""%{job.businessZip}""/>::109","jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\job-detail.jsp::job-detail.jsp::<s:if test=""job.businessZip != null && job.businessZip.length() > 0"">::107",,,,,
businessState,Job::jrecruiter\\jrecruiter-server\\src\\main\\java\\org\\jrecruiter\\model\\Job.java::private String businessState;,2,"jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\job-detail.jsp::job-detail.jsp::<s:if test=""job.businessState != null && job.businessState.length() > 0"">::102","jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\job-detail.jsp::job-detail.jsp::<label><spring:message code=""jsp._ALL.job.field.state""/>:</label><s:property value=""%{job.businessState}""/>::104",,,,,
businessAddress2,Job::jrecruiter\\jrecruiter-server\\src\\main\\java\\org\\jrecruiter\\model\\Job.java::private String businessAddress2;,2,jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\job-detail.jsp::job-detail.jsp::<label>&nbsp;</label>${job.businessAddress2}::94,"jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\job-detail.jsp::job-detail.jsp::<s:if test=""job.businessAddress2 != null  && job.businessAddress2.length() > 0"">::92",,,,,
businessAddress1,Job::jrecruiter\\jrecruiter-server\\src\\main\\java\\org\\jrecruiter\\model\\Job.java::private String businessAddress1;,2,jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\job-detail.jsp::job-detail.jsp::${job.businessAddress1}::89,"jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\job-detail.jsp::job-detail.jsp::<s:if test=""job.businessAddress1 != null && job.businessAddress1.length() > 0"">::86",,,,,
googleMapsKey,ApiKeysHolder::jrecruiter\\jrecruiter-server\\src\\main\\java\\org\\jrecruiter\\common\\ApiKeysHolder.java::private String googleMapsKey;,4,"jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\admin\edit-job.jsp::edit-job.jsp::src=""http://maps.google.com/maps?file=api&amp;v=2&amp;key=${apiKeysHolder.googleMapsKey}""::41","jrecruiter\jrecruiter-server\src\main\resources\org\jrecruiter\server\spring\applicationContext-server.xml::applicationContext-server.xml::<property name=""googleMapsKey""    value=""${key.google.maps}""/>::36","jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\admin\add-job.jsp::add-job.jsp::src=""http://maps.google.com/maps?file=api&amp;v=2&amp;key=${apiKeysHolder.googleMapsKey}""::24","jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\job-detail.jsp::job-detail.jsp::src=""http://maps.google.com/maps?file=api&amp;v=2&amp;key='${apiKeysHolder.googleMapsKey}'""::156",,,
businessEmail,Job::jrecruiter\\jrecruiter-server\\src\\main\\java\\org\\jrecruiter\\model\\Job.java::private String businessEmail;,2,"jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\job-detail.jsp::job-detail.jsp::<a href=""mailto:${job.businessEmail}"">${job.businessEmail}</a>::83","jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\job-detail.jsp::job-detail.jsp::<s:if test=""job.businessEmail != null && job.businessEmail.length() > 0"">::80",,,,,
reCaptchaKey,ApiKeysHolder::jrecruiter\\jrecruiter-server\\src\\main\\java\\org\\jrecruiter\\common\\ApiKeysHolder.java::private String reCaptchaKey;,3,"jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\registration\signup.jsp::signup.jsp::<iframe src=""http://api.recaptcha.net/noscript?k=${apiKeysHolder.reCaptchaKey}""::56","jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\registration\signup.jsp::signup.jsp::src=""http://api.recaptcha.net/challenge?k=${apiKeysHolder.reCaptchaKey}"">::52","jrecruiter\jrecruiter-server\src\main\resources\org\jrecruiter\server\spring\applicationContext-server.xml::applicationContext-server.xml::<property name=""reCaptchaKey""     value=""${key.recaptcha.public}""/>::37",,,,
regions,JobBaseAction::jrecruiter\\jrecruiter-web\\src\\main\\java\\org\\jrecruiter\\web\\actions\\admin\\JobBaseAction.java::private List<Region> regions;,1,"jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\admin\includes\job_location.jsp::job_location.jsp::list=""regions"" headerKey=""-1"" headerValue=""%{getText('jsp._ALL.marked.fields.please.select')}""::9",,,,,,
offeredBy,Job::jrecruiter\\jrecruiter-server\\src\\main\\java\\org\\jrecruiter\\model\\Job.java::private OfferedBy offeredBy;,2,"jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\job-detail.jsp::job-detail.jsp::<s:if test=""job.offeredBy != null"">::51","jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\job-detail.jsp::job-detail.jsp::<s:property value=""%{getText(job.offeredBy.descriptionKey)}"" default=""N/A""/>::54",,,,,
industries,JobBaseAction::jrecruiter\\jrecruiter-web\\src\\main\\java\\org\\jrecruiter\\web\\actions\\admin\\JobBaseAction.java::private List<Industry>industries;,1,"jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\admin\includes\job_header.jsp::job_header.jsp::list=""industries"" headerKey=""-1"" headerValue=""%{getText('jsp._ALL.marked.fields.please.select')}""::13",,,,,,
businessCity,Job::jrecruiter\\jrecruiter-server\\src\\main\\java\\org\\jrecruiter\\model\\Job.java::private String businessCity;,1,"jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\job-detail.jsp::job-detail.jsp::<label><spring:message code=""jsp._ALL.job.field.city""/>:</label>${job.businessCity}::99",,,,,,
loggerName,LoggerInfo::jrecruiter\\jrecruiter-web\\src\\main\\java\\org\\jrecruiter\\web\\actions\\admin\\LoggerInfo.java::private String    loggerName;,1,"jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\admin\loggingLoggerTable.jsp::loggingLoggerTable.jsp::<jmesa:htmlColumn title=""Logger"" property=""loggerName"" />::7",,,,,,
counter,Statistic::jrecruiter\\jrecruiter-server\\src\\main\\java\\org\\jrecruiter\\model\\Statistic.java::private Long counter;,3,"jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\admin\showStatisticsTable.jsp::showStatisticsTable.jsp::<jmesa:htmlColumn styleClass=""column3"" property=""statistic.counter""      titleKey=""jsp.showStatistics.hits"" filterable=""false""/>::13","jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\admin\edit-job.jsp::edit-job.jsp::<li><label><spring:message code=""jsp.admin.edit-job.fieldset.label.page.visits""/>:</label><s:property value=""%{job.statistic.counter}"" default=""N/A""/></li>::15","jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\job-detail.jsp::job-detail.jsp::<div style=""float: right; width: 200px; text-align: right;"">Statistics: ${job.statistic.counter} hit(s)</div>::14",,,,
logLevels,LoggingAction::jrecruiter\\jrecruiter-web\\src\\main\\java\\org\\jrecruiter\\web\\actions\\admin\\LoggingAction.java::private Set<LogLevels> logLevels = EnumSet.allOf(LogLevels.class);,2,"jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\admin\loggingLoggerTable.jsp::loggingLoggerTable.jsp::<s:select list=""logLevels"" listValue=""logLevelName"" value=""%{#attr.bean.logLevel}"" name=""updatedLoggers[%{#attr.rowcount}].newLogLevel""/>::10","jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\admin\logging.jsp::logging.jsp::<s:select list=""logLevels"" listValue=""logLevelName"" value=""%{#attr.bean.logLevel}"" name=""newLogger.newLogLevel""/>::63",,,,,
lastAccess,Statistic::jrecruiter\\jrecruiter-server\\src\\main\\java\\org\\jrecruiter\\model\\Statistic.java::private Date lastAccess;,2,"jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\admin\showStatisticsTable.jsp::showStatisticsTable.jsp::<jmesa:htmlColumn styleClass=""column5"" property=""statistic.lastAccess""   titleKey=""jsp.showStatistics.last.access"" pattern=""${datePattern}"" cellEditor=""org.jmesa.view.editor.DateCellEditor"" filterable=""false""/>::14","jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\admin\edit-job.jsp::edit-job.jsp::<li><label><spring:message code=""jsp.admin.edit-job.fieldset.label.last.access""/>:</label><fmt:formatDate value=""${job.statistic.lastAccess}"" type=""date"" pattern=""${datePattern}""/></li>::16",,,,,
fileSize,LogFileInfo::jrecruiter\\jrecruiter-web\\src\\main\\java\\org\\jrecruiter\\web\\actions\\admin\\LogFileInfo.java::private Long fileSize;,2,"jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\admin\loggingLogFileTable.jsp::loggingLogFileTable.jsp::<s:property value=""%{#attr.logFileInfo.fileSize/1024}"" /> Kb::8","jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\admin\loggingLogFileTable.jsp::loggingLogFileTable.jsp::<jmesa:htmlColumn title=""&nbsp;"" property=""fileSize"" filterable=""false"">::11",,,,,
twitterPassword,ApiKeysHolder::jrecruiter\\jrecruiter-server\\src\\main\\java\\org\\jrecruiter\\common\\ApiKeysHolder.java::private String twitterPassword;,1,"jrecruiter\jrecruiter-server\src\main\resources\org\jrecruiter\server\spring\applicationContext-server.xml::applicationContext-server.xml::<property name=""twitterPassword""  value=""${twitter.password}""/>::39",,,,,,
yesNoList,JobBaseAction::jrecruiter\\jrecruiter-web\\src\\main\\java\\org\\jrecruiter\\web\\actions\\admin\\JobBaseAction.java::private Map<Boolean* String>yesNoList;,1,"jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\admin\includes\job_mapDiv.jsp::job_mapDiv.jsp::<s:select name=""model.job.usesMap"" id=""usesMap"" list=""yesNoList"" tabindex=""15""/>::8",,,,,,
amfBrokerUrl,FlexJobsAction::jrecruiter\\jrecruiter-web\\src\\main\\java\\org\\jrecruiter\\web\\actions\\fx\\FlexJobsAction.java::private String amfBrokerUrl;,1,"jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\fx\flex-jobs.jsp::flex-jobs.jsp::amfBrokerUrl: '<s:property value=""%{amfBrokerUrl}"" escape=""false""/>'::24",,,,,,
bitlyPassword,ApiKeysHolder::jrecruiter\\jrecruiter-server\\src\\main\\java\\org\\jrecruiter\\common\\ApiKeysHolder.java::private String bitlyPassword;,1,"jrecruiter\jrecruiter-server\src\main\resources\org\jrecruiter\server\spring\applicationContext-server.xml::applicationContext-server.xml::<property name=""bitlyPassword""    value=""${bitly.password}""/>::41",,,,,,
offeredBySet,JobBaseAction::jrecruiter\\jrecruiter-web\\src\\main\\java\\org\\jrecruiter\\web\\actions\\admin\\JobBaseAction.java::private Set<OfferedBy>offeredBySet;,1,"jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\admin\includes\job_header.jsp::job_header.jsp::list=""offeredBySet"" headerKey=""UNDEFINED"" headerValue=""%{getText('jsp._ALL.marked.fields.please.select')}""/>::28",,,,,,
configuredLoggers,LoggingAction::jrecruiter\\jrecruiter-web\\src\\main\\java\\org\\jrecruiter\\web\\actions\\admin\\LoggingAction.java::private List<LoggerInfo> configuredLoggers = CollectionUtils.getArrayList();,1,"jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\admin\loggingLoggerTable.jsp::loggingLoggerTable.jsp::<jmesa:tableFacade id=""loggingLoggerTable"" items=""${configuredLoggers}"" var=""bean"" stateAttr="""">::3",,,,,,
serverAddress,ServerSettings::jrecruiter\\jrecruiter-server\\src\\main\\java\\org\\jrecruiter\\model\\ServerSettings.java::private String serverAddress;,1,"jrecruiter\jrecruiter-server\src\main\resources\org\jrecruiter\server\spring\applicationContext-server.xml::applicationContext-server.xml::<property name=""serverAddress""    value=""${server.address}""/>::45",,,,,,
fileLastChanged,LogFileInfo::jrecruiter\\jrecruiter-web\\src\\main\\java\\org\\jrecruiter\\web\\actions\\admin\\LogFileInfo.java::private Date fileLastChanged;,1,"jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\admin\loggingLogFileTable.jsp::loggingLogFileTable.jsp::<jmesa:htmlColumn title=""Last Updated"" property=""fileLastChanged"" />::10",,,,,,
bitlyUsername,ApiKeysHolder::jrecruiter\\jrecruiter-server\\src\\main\\java\\org\\jrecruiter\\common\\ApiKeysHolder.java::private String bitlyUsername;,1,"jrecruiter\jrecruiter-server\src\main\resources\org\jrecruiter\server\spring\applicationContext-server.xml::applicationContext-server.xml::<property name=""bitlyUsername""    value=""${bitly.username}""/>::40",,,,,,
twitterUsername,ApiKeysHolder::jrecruiter\\jrecruiter-server\\src\\main\\java\\org\\jrecruiter\\common\\ApiKeysHolder.java::private String twitterUsername;,1,"jrecruiter\jrecruiter-server\src\main\resources\org\jrecruiter\server\spring\applicationContext-server.xml::applicationContext-server.xml::<property name=""twitterUsername""  value=""${twitter.username}""/>::38",,,,,,
logFileInfos,LoggingAction::jrecruiter\\jrecruiter-web\\src\\main\\java\\org\\jrecruiter\\web\\actions\\admin\\LoggingAction.java::private List<LogFileInfo> logFileInfos = CollectionUtils.getArrayList();,1,"jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\admin\loggingLogFileTable.jsp::loggingLogFileTable.jsp::<jmesa:tableFacade id=""loggingLogFileTable"" items=""${logFileInfos}"" var=""logFileInfo"">::3",,,,,,
