Employee private Date birthDate,Employee hbm xml property name birthDate column birth date type date,1,hispacta\src\main\java\hispacta\bo\Employee.java,hispacta\src\main\java\hispacta\dao\impl\hibernate\mapping\Employee.hbm.xml,birthDate,hispacta bo Employee employee read write id null native version firstName first name lastName last birthDate birth date division Division title phone email username login password passwd active NUMERIC lastLogin lastHost host roles role delete true string, Employee id version username password firstName lastName birthDate division title phone email lastLogin lastHost roles active authorities getEmailLink Optional  if null length return a href mailto empty getFullName getLastName getFirstName getId setId this getVersion setVersion getDisplayLabel locale toString getDivision setDivision getPhone setPhone getEmail setEmail getTitle setTitle getLastHost setLastHost getLastLogin setLastLogin getRoles setRoles getBirthDate setBirthDate setFirstName setLastName getUsername setUsername login getPassword setPassword getActive setActive isEnabled false booleanValue getAuthorities new GrantedAuthority size Iterator iterator for int i hasNext GrantedAuthorityImpl ROLE String next toUpperCase Integer
Employee private String email,Employees html a jwcid my OrderColumn orderProperties email,1,hispacta\src\main\java\hispacta\bo\Employee.java,hispacta\src\main\webapp\WEB-INF\Employees.html,email,Filter Name Phone Email Division Miarka Karel kajism issa cz MD content Border listingFilterForm Form get filterLabel filter true listingTable my OrderColumn lastName Employee fullName phone email division shortcut foreach even noborder right nowrap DetailLinks images detail gif Insert ognl item emailLink PageNavigation pagingAndSorting Conditional canCreate createButtonForm btCreate Submit listeners createButtonSubmit message Create submit new, Employee id version username password firstName lastName birthDate division title phone email lastLogin lastHost roles active authorities getEmailLink Optional  if null length return a href mailto empty getFullName getLastName getFirstName getId setId this getVersion setVersion getDisplayLabel locale toString getDivision setDivision getPhone setPhone getEmail setEmail getTitle setTitle getLastHost setLastHost getLastLogin setLastLogin getRoles setRoles getBirthDate setBirthDate setFirstName setLastName getUsername setUsername login getPassword setPassword getActive setActive isEnabled false booleanValue getAuthorities new GrantedAuthority size Iterator iterator for int i hasNext GrantedAuthorityImpl ROLE String next toUpperCase Integer
Division private String nameEn,Divisions html a jwcid my OrderColumn orderProperties nameEn,1,hispacta\src\main\java\hispacta\bo\Division.java,hispacta\src\main\webapp\WEB-INF\Divisions.html,nameEn,HISPACTA Divisions Tituln strana Divize Czech Name English Shortcut Virtualni Instrumentace Division of Virtual Instrumentation DVI generator Tapestry Application Framework version rc Content Type text html charset UTF stylesheet css base FFFFFF bDiv position absolute visibility hide z index JavaScript js bubble top images logo gif null hline topmenu podklad bok content Border listingTable my OrderColumn nameCz nameEn shortcut foreach even noborder right nowrap DetailLinks detail Insert ognl item PageNavigation pagingAndSorting Conditional canCreate Form createButtonForm get btCreate Submit listeners createButtonSubmit message Create submit new, author miarkak Division id nameCz nameEn shortcut getId Optional  return empty setId this getDisplayLabel locale if null getLanguage cs toString getNameCz setNameCz getNameEn setNameEn getShortcut setShortcut super new Integer
Employee private String username,Employee html td class input span jwcid username TextField value ognl item username size maxlength td,1,hispacta\src\main\java\hispacta\bo\Employee.java,hispacta\src\main\webapp\WEB-INF\Employee.html,username,My Division Last Name Miarka First Karel Birth Date Phone Email Username content Border my CrudPage label FieldLabel ognl components division message Conditional editing input readOnly ItemLink item lastName Insert firstName birthDate Employee DatePicker dayMonthFormat gray TextField phone email emailLink true active Active checkbox Checkbox Yes No username password passwordAgain, Employee id version username password firstName lastName birthDate division title phone email lastLogin lastHost roles active authorities getEmailLink Optional  if null length return a href mailto empty getFullName getLastName getFirstName getId setId this getVersion setVersion getDisplayLabel locale toString getDivision setDivision getPhone setPhone getEmail setEmail getTitle setTitle getLastHost setLastHost getLastLogin setLastLogin getRoles setRoles getBirthDate setBirthDate setFirstName setLastName getUsername setUsername login getPassword setPassword getActive setActive isEnabled false booleanValue getAuthorities new GrantedAuthority size Iterator iterator for int i hasNext GrantedAuthorityImpl ROLE String next toUpperCase Integer
News private Date inserted,News html td class readOnly span jwcid Insert value ognl item inserted format ognl dateTimeFormat td,1,hispacta\src\main\java\hispacta\bo\News.java,hispacta\src\main\webapp\WEB-INF\News.html,inserted,Text of this news content Border my CrudPage label Author readOnly ItemLink Employee ognl item author Inserted Insert inserted dateTimeFormat FieldLabel components text Conditional editing input TextArea InsertText, News id author inserted text getId Optional  return empty setId this getAuthor setAuthor getInserted setInserted getText setText new Integer
News private Date inserted,Newss html a jwcid my OrderColumn orderProperties inserted,1,hispacta\src\main\java\hispacta\bo\News.java,hispacta\src\main\webapp\WEB-INF\Newss.html,inserted,Filter Text Author Inserted Border listingFilterForm Form get filterLabel filter true listingTable images null gif my OrderColumn text author lastName inserted foreach even noborder right nowrap DetailLinks detail Insert ognl hispacta util Utils shortenStr item ItemLink Employee dateTimeFormat PageNavigation pagingAndSorting Conditional canCreate createButtonForm btCreate Submit listeners createButtonSubmit message Create submit new, News id author inserted text getId Optional  return empty setId this getAuthor setAuthor getInserted setInserted getText setText new Integer
News private String text,News html td class label span jwcid FieldLabel field ognl components text displayName Text Text span td,1,hispacta\src\main\java\hispacta\bo\News.java,hispacta\src\main\webapp\WEB-INF\News.html,text,Text of this news content Border my CrudPage label Author readOnly ItemLink Employee ognl item author Inserted Insert inserted dateTimeFormat FieldLabel components text Conditional editing input TextArea InsertText, News id author inserted text getId Optional  return empty setId this getAuthor setAuthor getInserted setInserted getText setText new Integer
News private String text,News html td class readOnly span jwcid InsertText value ognl item text Text of this news span td,1,hispacta\src\main\java\hispacta\bo\News.java,hispacta\src\main\webapp\WEB-INF\News.html,text,Text of this news content Border my CrudPage label Author readOnly ItemLink Employee ognl item author Inserted Insert inserted dateTimeFormat FieldLabel components text Conditional editing input TextArea InsertText, News id author inserted text getId Optional  return empty setId this getAuthor setAuthor getInserted setInserted getText setText new Integer
Employee private String lastName,Employees html a jwcid my OrderColumn orderProperties division shortcut lastName,1,hispacta\src\main\java\hispacta\bo\Employee.java,hispacta\src\main\webapp\WEB-INF\Employees.html,lastName,Filter Name Phone Email Division Miarka Karel kajism issa cz MD content Border listingFilterForm Form get filterLabel filter true listingTable my OrderColumn lastName Employee fullName phone email division shortcut foreach even noborder right nowrap DetailLinks images detail gif Insert ognl item emailLink PageNavigation pagingAndSorting Conditional canCreate createButtonForm btCreate Submit listeners createButtonSubmit message Create submit new, Employee id version username password firstName lastName birthDate division title phone email lastLogin lastHost roles active authorities getEmailLink Optional  if null length return a href mailto empty getFullName getLastName getFirstName getId setId this getVersion setVersion getDisplayLabel locale toString getDivision setDivision getPhone setPhone getEmail setEmail getTitle setTitle getLastHost setLastHost getLastLogin setLastLogin getRoles setRoles getBirthDate setBirthDate setFirstName setLastName getUsername setUsername login getPassword setPassword getActive setActive isEnabled false booleanValue getAuthorities new GrantedAuthority size Iterator iterator for int i hasNext GrantedAuthorityImpl ROLE String next toUpperCase Integer
News private Employee author,News html a jwcid my ItemLink itemPage Employee item ognl item author,1,hispacta\src\main\java\hispacta\bo\News.java,hispacta\src\main\webapp\WEB-INF\News.html,author,Text of this news content Border my CrudPage label Author readOnly ItemLink Employee ognl item author Inserted Insert inserted dateTimeFormat FieldLabel components text Conditional editing input TextArea InsertText, News id author inserted text getId Optional  return empty setId this getAuthor setAuthor getInserted setInserted getText setText new Integer
BasePage protected IValidationDelegate delegate protected for mocking,CrudPage html span jwcid Conditional condition ognl page delegate hasErrors,1,hispacta\src\main\java\hispacta\tapestry\page\BasePage.java,hispacta\src\main\java\hispacta\tapestry\jwc\CrudPage.html,delegate,Error message content Conditional ognl page delegate hasErrors errors Foreach li allErrors error Delegator components value detailForm Form listeners formSubmit Hidden editing syncId synchronizeItem RenderBody canModify btEdit Submit Edit submitTag hispacta tapestry CrudPage DO EDIT submit contrib Choose When item id btInsert Insert SAVE Otherwise btUpdate Update btDelete Delete DELETE return confirm Do you really want to delete this btCreate Create CREATE new btList ListItems LIST List items, author miarkak common immutable protected for mocking Called after page instantiation OK Returns validation delegate editation form Writes component error into param componentId id name of the message constraint type Common validator required fields return email date formatter and time DateFormat getDateTimeInstance LONG getLocale formater displaying day month only part javascript showing text in bubble BasePage org apache tapestry html BasePageimplementsPageValidateListener requiredValidator emailValidator dayMonthFormat monthFormat dateTimeFormat finishLoad Optional  StringValidator sv new setRequired true setRequiredMessage getMessage field is EmailValidator ev setInvalidEmailFormatMessage invalid format initialize super null empty isLoginRequired pageValidate arg if isUserLoggedIn throw PageRedirectException getRequestCycle getPage Login getDelegate ValidationDelegate recordError IFormComponent getComponent setFormComponent record Visit visit getEngine getVisit getUser false getRequiredValidator getEmailValidator getDateFormat getDateInstance getDateTimeFormat SimpleDateFormat dateTime getDayMonthFormat dayMonth getMonthFormat getOnClickBubbleJs Utils bubbleStr
CrudPage public static final String DO EDIT DO EDIT,CrudPage html tag ognl hispacta tapestry page CrudPage DO EDIT type submit value Edit,1,hispacta\src\main\java\hispacta\tapestry\page\CrudPage.java,hispacta\src\main\resources\hispacta\tapestry\jwc\CrudPage.html,DO_EDIT,Error message content Conditional ognl page delegate hasErrors errors Foreach li allErrors error Delegator components value detailForm Form listeners formSubmit Hidden editing syncId synchronizeItem RenderBody canModify btEdit Submit Edit submitTag hispacta tapestry CrudPage DO EDIT submit contrib Choose When item id btInsert Insert SAVE Otherwise btUpdate Update btDelete Delete DELETE return confirm Do you really want to delete this btCreate Create CREATE new btList ListItems LIST List items, author miarkak transient page properties special lazy loading and so on abstract property getters setters CRUD operation hook methods restore manual to its pristine state before returnig pool Listener hooked Hidden syncId synchronize the item server with for submitted form param cycle current Request Cycle External link listener parameters external Form submit CrudPage BasePageimplementsIExternalPage PageRenderListener DO EDIT CREATE SAVE DELETE LIST editing submitTag getItem Optional empty  setItem doUpdate doDelete buildItem findItemById id canModify initialize super false null pageBeginRender arg this prepareItemForView getSubmitTag return setSubmitTag isEditing setEditing getSyncId getId setSyncId synchronizeItem if equals doRead doCreate activateExternalPage else Integer Boolean booleanValue formSubmit boolean goToList true checkErrors getDelegate getHasErrors prepareItemForPersistance try catch OptimisticLockingFailureException ex recordError getMessage optimistic locking failure ValidationConstraint CONSISTENCY DataIntegrityViolationException data integrity violation throw new RedirectException getListingPageName getPageName s
Division private String shortcut,Division html td class input input jwcid shortcut size maxlength td,1,hispacta\src\main\java\hispacta\bo\Division.java,hispacta\src\main\webapp\WEB-INF\Division.html,shortcut,HISPACTA Division Tituln strana Divize Czech Name virtualni instrumentace English of Virtual Instrumentation Shortcut DVI generator Tapestry Application Framework version rc Content Type text html charset UTF stylesheet css base FFFFFF bDiv position absolute visibility hide z index JavaScript js bubble top images logo gif null hline topmenu podklad bok content Border my CrudPage label FieldLabel ognl components nameCz Conditional editing input readOnly Insert item nameEn shortcut, author miarkak Division id nameCz nameEn shortcut getId Optional  return empty setId this getDisplayLabel locale if null getLanguage cs toString getNameCz setNameCz getNameEn setNameEn getShortcut setShortcut super new Integer
Employee private String phone,Employee hbm xml property name phone,1,hispacta\src\main\java\hispacta\bo\Employee.java,hispacta\src\main\java\hispacta\dao\impl\hibernate\mapping\Employee.hbm.xml,phone,hispacta bo Employee employee read write id null native version firstName first name lastName last birthDate birth date division Division title phone email username login password passwd active NUMERIC lastLogin lastHost host roles role delete true string, Employee id version username password firstName lastName birthDate division title phone email lastLogin lastHost roles active authorities getEmailLink Optional  if null length return a href mailto empty getFullName getLastName getFirstName getId setId this getVersion setVersion getDisplayLabel locale toString getDivision setDivision getPhone setPhone getEmail setEmail getTitle setTitle getLastHost setLastHost getLastLogin setLastLogin getRoles setRoles getBirthDate setBirthDate setFirstName setLastName getUsername setUsername login getPassword setPassword getActive setActive isEnabled false booleanValue getAuthorities new GrantedAuthority size Iterator iterator for int i hasNext GrantedAuthorityImpl ROLE String next toUpperCase Integer
Employee private Boolean active,Employee hbm xml property name active,1,hispacta\src\main\java\hispacta\bo\Employee.java,hispacta\src\main\resources\hispacta\dao\impl\hibernate\mapping\Employee.hbm.xml,active,hispacta bo Employee employee read write id null native version firstName first name lastName last birthDate birth date division Division title phone email username login password passwd active NUMERIC lastLogin lastHost host roles role delete true string, Employee id version username password firstName lastName birthDate division title phone email lastLogin lastHost roles active authorities getEmailLink Optional  if null length return a href mailto empty getFullName getLastName getFirstName getId setId this getVersion setVersion getDisplayLabel locale toString getDivision setDivision getPhone setPhone getEmail setEmail getTitle setTitle getLastHost setLastHost getLastLogin setLastLogin getRoles setRoles getBirthDate setBirthDate setFirstName setLastName getUsername setUsername login getPassword setPassword getActive setActive isEnabled false booleanValue getAuthorities new GrantedAuthority size Iterator iterator for int i hasNext GrantedAuthorityImpl ROLE String next toUpperCase Integer
Employee private String title,Employee hbm xml property name title,1,hispacta\src\main\java\hispacta\bo\Employee.java,hispacta\src\main\java\hispacta\dao\impl\hibernate\mapping\Employee.hbm.xml,title,hispacta bo Employee employee read write id null native version firstName first name lastName last birthDate birth date division Division title phone email username login password passwd active NUMERIC lastLogin lastHost host roles role delete true string, Employee id version username password firstName lastName birthDate division title phone email lastLogin lastHost roles active authorities getEmailLink Optional  if null length return a href mailto empty getFullName getLastName getFirstName getId setId this getVersion setVersion getDisplayLabel locale toString getDivision setDivision getPhone setPhone getEmail setEmail getTitle setTitle getLastHost setLastHost getLastLogin setLastLogin getRoles setRoles getBirthDate setBirthDate setFirstName setLastName getUsername setUsername login getPassword setPassword getActive setActive isEnabled false booleanValue getAuthorities new GrantedAuthority size Iterator iterator for int i hasNext GrantedAuthorityImpl ROLE String next toUpperCase Integer
Division private String shortcut,Divisions html a jwcid my OrderColumn orderProperties shortcut,1,hispacta\src\main\java\hispacta\bo\Division.java,hispacta\src\main\webapp\WEB-INF\Divisions.html,shortcut,HISPACTA Divisions Tituln strana Divize Czech Name English Shortcut Virtualni Instrumentace Division of Virtual Instrumentation DVI generator Tapestry Application Framework version rc Content Type text html charset UTF stylesheet css base FFFFFF bDiv position absolute visibility hide z index JavaScript js bubble top images logo gif null hline topmenu podklad bok content Border listingTable my OrderColumn nameCz nameEn shortcut foreach even noborder right nowrap DetailLinks detail Insert ognl item PageNavigation pagingAndSorting Conditional canCreate Form createButtonForm get btCreate Submit listeners createButtonSubmit message Create submit new, author miarkak Division id nameCz nameEn shortcut getId Optional  return empty setId this getDisplayLabel locale if null getLanguage cs toString getNameCz setNameCz getNameEn setNameEn getShortcut setShortcut super new Integer
Employee private String firstName,Employee html td class input input jwcid firstName size maxlength td,1,hispacta\src\main\java\hispacta\bo\Employee.java,hispacta\src\main\webapp\WEB-INF\Employee.html,firstName,My Division Last Name Miarka First Karel Birth Date Phone Email Username content Border my CrudPage label FieldLabel ognl components division message Conditional editing input readOnly ItemLink item lastName Insert firstName birthDate Employee DatePicker dayMonthFormat gray TextField phone email emailLink true active Active checkbox Checkbox Yes No username password passwordAgain, Employee id version username password firstName lastName birthDate division title phone email lastLogin lastHost roles active authorities getEmailLink Optional  if null length return a href mailto empty getFullName getLastName getFirstName getId setId this getVersion setVersion getDisplayLabel locale toString getDivision setDivision getPhone setPhone getEmail setEmail getTitle setTitle getLastHost setLastHost getLastLogin setLastLogin getRoles setRoles getBirthDate setBirthDate setFirstName setLastName getUsername setUsername login getPassword setPassword getActive setActive isEnabled false booleanValue getAuthorities new GrantedAuthority size Iterator iterator for int i hasNext GrantedAuthorityImpl ROLE String next toUpperCase Integer
Employee private String phone,Employees html a jwcid my OrderColumn orderProperties phone,1,hispacta\src\main\java\hispacta\bo\Employee.java,hispacta\src\main\webapp\WEB-INF\Employees.html,phone,Filter Name Phone Email Division Miarka Karel kajism issa cz MD content Border listingFilterForm Form get filterLabel filter true listingTable my OrderColumn lastName Employee fullName phone email division shortcut foreach even noborder right nowrap DetailLinks images detail gif Insert ognl item emailLink PageNavigation pagingAndSorting Conditional canCreate createButtonForm btCreate Submit listeners createButtonSubmit message Create submit new, Employee id version username password firstName lastName birthDate division title phone email lastLogin lastHost roles active authorities getEmailLink Optional  if null length return a href mailto empty getFullName getLastName getFirstName getId setId this getVersion setVersion getDisplayLabel locale toString getDivision setDivision getPhone setPhone getEmail setEmail getTitle setTitle getLastHost setLastHost getLastLogin setLastLogin getRoles setRoles getBirthDate setBirthDate setFirstName setLastName getUsername setUsername login getPassword setPassword getActive setActive isEnabled false booleanValue getAuthorities new GrantedAuthority size Iterator iterator for int i hasNext GrantedAuthorityImpl ROLE String next toUpperCase Integer
