cache,EhCacheBasedResourceCache::powerstone\\src\\org\\powerstone\\acegi\\cache\\EhCacheBasedResourceCache.java::Cache cache;,1,"powerstone\web\WEB-INF\acegi_context.xml::acegi_context.xml::<property name=""cache"">::329",,,,,,,,,,,,,,,,,,,,,,,,,,
role,RoleRight::powerstone\\src\\org\\powerstone\\ca\\model\\RoleRight.java::private Role role;,2,"powerstone\src\org\powerstone\ca\model\RoleRight.hbm.xml::RoleRight.hbm.xml::name=""role""::45",powerstone\src\org\powerstone\ca\model\Role.hbm.xml::Role.hbm.xml::select rr from RoleRight as rr where rr.role.roleID = ? and rr.resource.id = ? and rr.privilege = ?::96,,,,,,,,,,,,,,,,,,,,,,,,,
businessType,WorkflowMeta::powerstone\\src\\org\\powerstone\\workflow\\model\\WorkflowMeta.java::private BusinessType businessType;,15,powerstone\src\org\powerstone\workflow\model\FlowTask.hbm.xml::FlowTask.hbm.xml::select bt.typeID*count(*) from FlowTaskUser tu join tu.flowTask task join tu.flowTask.flowNodeBinding.flowDeploy.workflowMeta.businessType bt where tu.userID = ? and task.taskState= ? group by bt::200,powerstone\src\org\powerstone\workflow\model\FlowTask.hbm.xml::FlowTask.hbm.xml::select count(*) from FlowTaskUser tu join tu.flowTask task join tu.flowTask.flowNodeBinding.flowDeploy.workflowMeta.businessType bt where tu.userID = ? and task.taskState in(?) and bt.typeID = ?::215,"powerstone\src\org\powerstone\workflow\model\WorkflowMeta.hbm.xml::WorkflowMeta.hbm.xml::name=""businessType""::82","powerstone\web\WEB-INF\views\business_type\listBusinessTypesToJoin.jsp::listBusinessTypesToJoin.jsp::<c:if test=""${empty flowMeta.businessType}"">::21",powerstone\src\org\powerstone\workflow\model\FlowTask.hbm.xml::FlowTask.hbm.xml::select task from FlowTaskUser tu join tu.flowTask task join tu.flowTask.flowNodeBinding.flowDeploy.workflowMeta.businessType bt where tu.userID = ? and bt.typeID = ? and task.taskState in(?*?) order by task.startTime desc::212,"powerstone\web\WEB-INF\views\business_type\listBusinessTypesToJoin.jsp::listBusinessTypesToJoin.jsp::'<c:out value=""${flowMeta.businessType.typeID}""/>'::19",powerstone\src\org\powerstone\workflow\model\FlowTask.hbm.xml::FlowTask.hbm.xml::select task from NewTask nt join nt.flowTask task join task.flowNodeBinding.flowDeploy.workflowMeta.businessType bt where nt.taskCandidateUserID = ? and bt.typeID = ? and task.taskState in(?) order by task.createTime desc::209,"powerstone\web\WEB-INF\views\business_type\listBusinessTypesToJoin.jsp::listBusinessTypesToJoin.jsp::<c:if test=""${flowMeta.businessType.typeID == businessType.typeID}"">::82",powerstone\src\org\powerstone\workflow\model\WorkflowMeta.hbm.xml::WorkflowMeta.hbm.xml::from WorkflowMeta wm WHERE wm.businessType is null::104,powerstone\src\org\powerstone\workflow\model\FlowTask.hbm.xml::FlowTask.hbm.xml::select task from FlowTaskUser tu join tu.flowTask task join tu.flowTask.flowNodeBinding.flowDeploy.workflowMeta.businessType bt where tu.userID = ? and bt.typeID = ? and task.taskState in(?) order by task.overTime desc::218,"powerstone\web\WEB-INF\views\business_type\listBusinessTypesToJoin.jsp::listBusinessTypesToJoin.jsp::<c:if test=""${!empty flowMeta.businessType}"">::81","powerstone\web\WEB-INF\views\business_type\listBusinessTypesToJoin.jsp::listBusinessTypesToJoin.jsp::<c:if test=""${!empty flowMeta.businessType}"">::18",powerstone\src\org\powerstone\workflow\model\FlowTask.hbm.xml::FlowTask.hbm.xml::select count(*) from NewTask nt join nt.flowTask task join task.flowNodeBinding.flowDeploy.workflowMeta.businessType bt where nt.taskCandidateUserID = ? and task.taskState in(?) and bt.typeID = ?::203,powerstone\src\org\powerstone\workflow\model\FlowTask.hbm.xml::FlowTask.hbm.xml::select bt.typeID*count(*) from FlowTaskUser tu join tu.flowTask task join tu.flowTask.flowNodeBinding.flowDeploy.workflowMeta.businessType bt where tu.userID = ? and task.taskState in (?*?) group by bt::182,powerstone\src\org\powerstone\workflow\model\FlowTask.hbm.xml::FlowTask.hbm.xml::select count(*) from FlowTaskUser tu join tu.flowTask task join tu.flowTask.flowNodeBinding.flowDeploy.workflowMeta.businessType bt where tu.userID = ? and task.taskState in(?*?) and bt.typeID = ?::206,powerstone\src\org\powerstone\workflow\model\FlowTask.hbm.xml::FlowTask.hbm.xml::select bt.typeID*count(*) from NewTask nt join nt.flowTask task join task.flowNodeBinding.flowDeploy.workflowMeta.businessType bt where nt.taskCandidateUserID = ? and task.taskState in (?) group by bt::179,,,,,,,,,,,
userName,User::powerstone\\src\\org\\powerstone\\ca\\model\\User.java::private String userName;,6,"powerstone\web\WEB-INF\views\user_group\myInfoForm.jsp::myInfoForm.jsp::<spring:bind path=""user.userName"">::44","powerstone\web\WEB-INF\views\flow_performer\configNodePerformer.jsp::configNodePerformer.jsp::<c:out value=""${currUser.userName}""/>|<c:out value=""${currUser.realName}""/>::139","powerstone\src\org\powerstone\ca\model\User.hbm.xml::User.hbm.xml::name=""userName""::30","powerstone\web\WEB-INF\views\user_group\userForm.jsp::userForm.jsp::<spring:bind path=""user.userName"">::58","powerstone\web\WEB-INF\validation.xml::validation.xml::<field property=""userName"" depends=""required*mask*maxlength*minlength"">::18",powerstone\src\org\powerstone\ca\model\User.hbm.xml::User.hbm.xml::select u from User as u where u.userName = ?::180,,,,,,,,,,,,,,,,,,,,,
realName,User::powerstone\\src\\org\\powerstone\\ca\\model\\User.java::private String realName;,5,"powerstone\web\WEB-INF\views\user_group\userForm.jsp::userForm.jsp::<spring:bind path=""user.realName"">::103","powerstone\web\WEB-INF\views\flow_performer\configNodePerformer.jsp::configNodePerformer.jsp::<c:out value=""${currUser.userName}""/>|<c:out value=""${currUser.realName}""/>::139","powerstone\src\org\powerstone\ca\model\User.hbm.xml::User.hbm.xml::name=""realName""::47","powerstone\web\WEB-INF\views\user_group\myInfoForm.jsp::myInfoForm.jsp::<spring:bind path=""user.realName"">::56","powerstone\web\WEB-INF\validation.xml::validation.xml::<field property=""realName"" depends=""required*maxlength"">::45",,,,,,,,,,,,,,,,,,,,,,
confirmPass,User::powerstone\\src\\org\\powerstone\\ca\\model\\User.java::private String confirmPass;,2,"powerstone\web\WEB-INF\views\user_group\userForm.jsp::userForm.jsp::<spring:bind path=""user.confirmPass"">::93","powerstone\web\WEB-INF\views\user_group\userForm.jsp::userForm.jsp::<spring:bind path=""user.confirmPass"">::80",,,,,,,,,,,,,,,,,,,,,,,,,
flowDriverID,WorkflowDriver::powerstone\\src\\org\\powerstone\\workflow\\model\\WorkflowDriver.java::private Long flowDriverID = new Long( -1);,10,"powerstone\web\WEB-INF\views\flow_driver\listDriversToDeploy.jsp::listDriversToDeploy.jsp::value='<c:out value=""${theDriver.flowDriverID}""/>' />::29","powerstone\web\WEB-INF\views\flow_driver\seeDriverDetail.jsp::seeDriverDetail.jsp::onclick=""deleteInputParam('<c:out value=""${theDriver.flowDriverID}""/>'*'<c:out value=""${theInputParam.driverInputParamID}""/>')""::30","powerstone\web\WEB-INF\views\flow_driver\driverForm.jsp::driverForm.jsp::<spring:bind path=""driver.flowDriverID"">::32","powerstone\src\org\powerstone\workflow\model\WorkflowDriver.hbm.xml::WorkflowDriver.hbm.xml::name=""flowDriverID""::15","powerstone\web\WEB-INF\views\flow_driver\seeDriverDetail.jsp::seeDriverDetail.jsp::onclick=""deleteOutputParam('<c:out value=""${theDriver.flowDriverID}""/>'*'<c:out value=""${theOutputParam.driverOutputParamID}""/>')""::55",powerstone\src\org\powerstone\workflow\model\WorkflowDriver.hbm.xml::WorkflowDriver.hbm.xml::from WorkflowDriver wd order by wd.flowDriverID asc::109,"powerstone\web\WEB-INF\views\flow_driver\seeDriverDetail.jsp::seeDriverDetail.jsp::action='<%=request.getContextPath()%>/wf/remove_driver_paramenume.fd?driverID=<c:out value=""${theDriver.flowDriverID}""/>'>::63","powerstone\web\WEB-INF\views\flow_driver\seeDriverDetail.jsp::seeDriverDetail.jsp::onclick=""window.open('<%=request.getContextPath()%>/wf/edit_input_param.fd?driverID=<c:out value=""${theDriver.flowDriverID}""/>'*''*'width=250*height=200');"" src=""<%=request.getContextPath()%>/img/add.gif"" width=""12"" height=""12""></td>::23","powerstone\web\WEB-INF\views\flow_driver\seeDriverDetail.jsp::seeDriverDetail.jsp::onclick=""window.open('<%=request.getContextPath()%>/wf/edit_output_param.fd?driverID=<c:out value=""${theDriver.flowDriverID}""/>'*''*'width=250*height=200');"" src=""<%=request.getContextPath()%>/img/add.gif"" width=""12"" height=""12""></td>::48",powerstone\src\org\powerstone\workflow\model\FlowNodeBinding.hbm.xml::FlowNodeBinding.hbm.xml::select fnb from FlowNodeBinding fnb inner join fnb.workflowDriver wfd where wfd.flowDriverID = ?::146,,,,,,,,,,,,,,,,,
flowNodeID,FlowNodeBinding::powerstone\\src\\org\\powerstone\\workflow\\model\\FlowNodeBinding.java::private String flowNodeID;,2,"powerstone\src\org\powerstone\workflow\model\FlowNodeBinding.hbm.xml::FlowNodeBinding.hbm.xml::name=""flowNodeID""::38",powerstone\src\org\powerstone\workflow\model\FlowTask.hbm.xml::FlowTask.hbm.xml::select task from FlowTask task join task.flowNodeBinding node join task.flowProcTransaction.flowProc flowProc where node.flowNodeID = ? and flowProc.flowProcID = ?::221,,,,,,,,,,,,,,,,,,,,,,,,,
typeName,BusinessType::powerstone\\src\\org\\powerstone\\workflow\\model\\BusinessType.java::private String typeName;,8,"powerstone\web\WEB-INF\views\work_list\listTaskKinds.jsp::listTaskKinds.jsp::<c:out value=""${businessType.typeName}""/>(<font color=""#FF0000"" id='exe_<c:out value=""${businessType.typeID}""/>'>::79","powerstone\web\WEB-INF\views\work_list\listTaskKinds.jsp::listTaskKinds.jsp::<c:out value=""${businessType.typeName}""/>(<font color=""#FF0000"" id='finished_<c:out value=""${businessType.typeID}""/>'>::119","powerstone\src\org\powerstone\workflow\model\BusinessType.hbm.xml::BusinessType.hbm.xml::name=""typeName""::30","powerstone\web\WEB-INF\validation.xml::validation.xml::<field property=""typeName"" depends=""required*maxlength"">::172","powerstone\web\WEB-INF\views\business_type\listBusinessTypesToJoin.jsp::listBusinessTypesToJoin.jsp::<td align=""left""><c:out value=""${businessType.typeName}""/></td>::88","powerstone\web\WEB-INF\views\work_list\listTaskKinds.jsp::listTaskKinds.jsp::<c:out value=""${businessType1.typeName}""/>(<font color=""#FF0000"" id='new_<c:out value=""${businessType1.typeID}""/>'>::62","powerstone\web\WEB-INF\views\business_type\businessTypeForm.jsp::businessTypeForm.jsp::<spring:bind path=""businessType.typeName"">::42","powerstone\web\WEB-INF\views\business_type\listAllBusinessTypes.jsp::listAllBusinessTypes.jsp::<c:out value=""${businessType.typeName}""/>(<c:out value=""${businessType.flowMetasNum}""/>)::88",,,,,,,,,,,,,,,,,,,
resources,WebModule::powerstone\\src\\org\\powerstone\\ca\\model\\WebModule.java::private List resources = new ArrayList();,1,"powerstone\src\org\powerstone\ca\model\WebModule.hbm.xml::WebModule.hbm.xml::name=""resources""::53",,,,,,,,,,,,,,,,,,,,,,,,,,
nodeID,WorkflowNode::powerstone\\src\\org\\powerstone\\workflow\\model\\WorkflowNode.java::private String nodeID;,5,"powerstone\web\WEB-INF\views\flow_performer\configNodePerformer.jsp::configNodePerformer.jsp::<option value='<c:out value=""${currNode.nodeID}""/>'::198","powerstone\web\WEB-INF\views\flow_performer\configNodePerformer.jsp::configNodePerformer.jsp::<option value='<c:out value=""${currNode.nodeID}""/>'::232","powerstone\web\WEB-INF\views\flow_performer\configNodePerformer.jsp::configNodePerformer.jsp::<c:if test=""${currNode.nodeID eq nodeBinding.performerDetail}"">::233","powerstone\web\WEB-INF\views\flow_performer\configNodePerformer.jsp::configNodePerformer.jsp::<c:if test=""${currNode.nodeID eq nodeBinding.performerDetail}"">::199","powerstone\web\WEB-INF\views\flow_deploy\listFlowNodes.jsp::listFlowNodes.jsp::onClick=""changeColor(this);deployNode('<c:out value=""${theNode.nodeID}""/>');"">::48",,,,,,,,,,,,,,,,,,,,,,
flowProcID,FlowProc::powerstone\\src\\org\\powerstone\\workflow\\model\\FlowProc.java::private Long flowProcID = new Long( -1);,4,powerstone\src\org\powerstone\workflow\model\FlowTask.hbm.xml::FlowTask.hbm.xml::select task from FlowTask task join task.flowProcTransaction.flowProc flowProc where flowProc.flowProcID = ?::224,"powerstone\src\org\powerstone\workflow\model\FlowProc.hbm.xml::FlowProc.hbm.xml::name=""flowProcID""::15",powerstone\src\org\powerstone\workflow\model\FlowTask.hbm.xml::FlowTask.hbm.xml::select task from FlowTask task join task.flowNodeBinding node join task.flowProcTransaction.flowProc flowProc where node.flowNodeID = ? and flowProc.flowProcID = ?::221,powerstone\src\org\powerstone\workflow\model\FlowProc.hbm.xml::FlowProc.hbm.xml::select theFP from FlowProc theFP where theFP.flowProcID in (select fp.flowProcID from FlowTask ft join ft.flowProcTransaction.flowProc fp where fp.flowDeploy.flowDeployID = ? and ft.taskState not in (?) group by fp having count(ft) >0)::121,,,,,,,,,,,,,,,,,,,,,,,
state,User::powerstone\\src\\org\\powerstone\\ca\\model\\User.java::private String state = USER_STATE_NORMAL;,2,"powerstone\src\org\powerstone\ca\model\User.hbm.xml::User.hbm.xml::name=""state""::78",powerstone\src\org\powerstone\ca\model\User.hbm.xml::User.hbm.xml::select u from User as u where u.state = ?::174,,,,,,,,,,,,,,,,,,,,,,,,,
resourceID,Resource::powerstone\\src\\org\\powerstone\\ca\\model\\Resource.java::private String resourceID;,4,"powerstone\src\org\powerstone\ca\model\Resource.hbm.xml::Resource.hbm.xml::name=""resourceID""::30","powerstone\web\WEB-INF\validation.xml::validation.xml::<field property=""resourceID"" depends=""required*mask*maxlength*minlength"">::76","powerstone\web\WEB-INF\views\resource_manage\resourceForm.jsp::resourceForm.jsp::<spring:bind path=""resource.resourceID"">::50",powerstone\src\org\powerstone\ca\model\Resource.hbm.xml::Resource.hbm.xml::select rs from Resource as rs where rs.resourceID=?::78,,,,,,,,,,,,,,,,,,,,,,,
driverOutputParamID,WFDriverOutputParam::powerstone\\src\\org\\powerstone\\workflow\\model\\WFDriverOutputParam.java::private Long driverOutputParamID = new Long( -1);,7,"powerstone\web\WEB-INF\views\flow_driver\driverOutputEnumeForm.jsp::driverOutputEnumeForm.jsp::<input type=""hidden"" name=""driverOutputParamID"" value=""<c:out value=""${driverOutputParamID}""/>""/>::38","powerstone\web\WEB-INF\views\flow_driver\driverOutputForm.jsp::driverOutputForm.jsp::<spring:bind path=""driverOutput.driverOutputParamID"">::31","powerstone\web\WEB-INF\views\flow_driver\seeDriverDetail.jsp::seeDriverDetail.jsp::<form name='select_<c:out value=""${theOutputParam.driverOutputParamID}""/>' method='POST'::62","powerstone\web\WEB-INF\views\flow_driver\seeDriverDetail.jsp::seeDriverDetail.jsp::onclick=""deleteOutputParam('<c:out value=""${theDriver.flowDriverID}""/>'*'<c:out value=""${theOutputParam.driverOutputParamID}""/>')""::55","powerstone\web\WEB-INF\views\flow_driver\seeDriverDetail.jsp::seeDriverDetail.jsp::<td><img onclick=""if(confirm('<fmt:message key=""driver.confirm_delete_enume""/>')){document.select_<c:out value=""${theOutputParam.driverOutputParamID}""/>.submit();}"" style='cursor:hand' src=""<%=request.getContextPath()%>/img/delete.gif""::85","powerstone\src\org\powerstone\workflow\model\WFDriverOutputParam.hbm.xml::WFDriverOutputParam.hbm.xml::name=""driverOutputParamID""::15","powerstone\web\WEB-INF\views\flow_driver\driverOutputEnumeForm.jsp::driverOutputEnumeForm.jsp::<c:if test=""${not empty driverOutputParamID}"">::37",,,,,,,,,,,,,,,,,,,,
nodeBindingID,FlowNodeBinding::powerstone\\src\\org\\powerstone\\workflow\\model\\FlowNodeBinding.java::private Long nodeBindingID = new Long( -1);,3,powerstone\src\org\powerstone\workflow\model\FlowTask.hbm.xml::FlowTask.hbm.xml::select task from FlowTask task join task.flowNodeBinding node where node.nodeBindingID = ? and task.taskState = ?::176,"powerstone\web\WEB-INF\views\flow_performer\configNodePerformer.jsp::configNodePerformer.jsp::value='<c:out value=""${nodeBinding.nodeBindingID}""/>' />::116","powerstone\src\org\powerstone\workflow\model\FlowNodeBinding.hbm.xml::FlowNodeBinding.hbm.xml::name=""nodeBindingID""::15",,,,,,,,,,,,,,,,,,,,,,,,
groupName,Group::powerstone\\src\\org\\powerstone\\ca\\model\\Group.java::private String groupName;,4,"powerstone\src\org\powerstone\ca\model\Group.hbm.xml::Group.hbm.xml::name=""groupName""::30","powerstone\web\WEB-INF\validation.xml::validation.xml::<field property=""groupName"" depends=""required*maxlength"">::9","powerstone\web\WEB-INF\views\user_group\groupForm.jsp::groupForm.jsp::<spring:bind path=""group.groupName"">::51",,,,,,,,,,,,,,,,,,,,,,,,
roleName,Role::powerstone\\src\\org\\powerstone\\ca\\model\\Role.java::private String roleName;,4,"powerstone\web\WEB-INF\views\flow_performer\configNodePerformer.jsp::configNodePerformer.jsp::* <c:out value=""${currRole.roleName}""/>::148","powerstone\web\WEB-INF\validation.xml::validation.xml::<field property=""roleName"" depends=""required*maxlength"">::57","powerstone\web\WEB-INF\views\role_manage\roleForm.jsp::roleForm.jsp::<spring:bind path=""role.roleName"">::42","powerstone\src\org\powerstone\ca\model\Role.hbm.xml::Role.hbm.xml::name=""roleName""::30",,,,,,,,,,,,,,,,,,,,,,,
webModule,Resource::powerstone\\src\\org\\powerstone\\ca\\model\\Resource.java::private WebModule webModule;,1,"powerstone\src\org\powerstone\ca\model\Resource.hbm.xml::Resource.hbm.xml::name=""webModule""::56",,,,,,,,,,,,,,,,,,,,,,,,,,
resourceName,Resource::powerstone\\src\\org\\powerstone\\ca\\model\\Resource.java::private String resourceName;,4,"powerstone\src\org\powerstone\ca\model\Resource.hbm.xml::Resource.hbm.xml::name=""resourceName""::39","powerstone\web\WEB-INF\views\resource_manage\resourceForm.jsp::resourceForm.jsp::<spring:bind path=""resource.resourceName"">::60","powerstone\web\WEB-INF\validation.xml::validation.xml::<field property=""resourceName"" depends=""required*maxlength*minlength"">::96",powerstone\src\org\powerstone\ca\model\Resource.hbm.xml::Resource.hbm.xml::select rs from Resource as rs where rs.resourceName=?::81,,,,,,,,,,,,,,,,,,,,,,,
flowFileInUse,WorkflowMeta::powerstone\\src\\org\\powerstone\\workflow\\model\\WorkflowMeta.java::private FlowMetaFile flowFileInUse;,5,"powerstone\src\org\powerstone\workflow\model\WorkflowMeta.hbm.xml::WorkflowMeta.hbm.xml::name=""flowFileInUse""::30","powerstone\web\WEB-INF\views\flow_meta\seeFlowMeta.jsp::seeFlowMeta.jsp::<fmt:message key=""flowMeta.process_name""/><c:out value=""${workflowMeta.flowFileInUse.flowMetaName}""/>::175","powerstone\web\WEB-INF\views\business_type\listAllBusinessTypes.jsp::listAllBusinessTypes.jsp::<c:out value=""${flowMeta.flowFileInUse.flowMetaName}""/>::100","powerstone\web\WEB-INF\views\business_type\listAllBusinessTypes.jsp::listAllBusinessTypes.jsp::<c:out value=""${flowMeta.flowFileInUse.flowMetaName}""/>::122","powerstone\web\WEB-INF\views\flow_meta\seeFlowMeta.jsp::seeFlowMeta.jsp::<fmt:message key=""flowMeta.create_time""/><c:out value=""${workflowMeta.flowFileInUse.createdTime}""/>::178",,,,,,,,,,,,,,,,,,,,,,
actionURL,Resource::powerstone\\src\\org\\powerstone\\ca\\model\\Resource.java::private String actionURL;,3,"powerstone\web\WEB-INF\validation.xml::validation.xml::<field property=""actionURL"" depends=""required*mask*maxlength"">::107","powerstone\src\org\powerstone\ca\model\Resource.hbm.xml::Resource.hbm.xml::name=""actionURL""::48","powerstone\web\WEB-INF\views\resource_manage\resourceForm.jsp::resourceForm.jsp::<spring:bind path=""resource.actionURL"">::71",,,,,,,,,,,,,,,,,,,,,,,,
flowDriverName,WorkflowDriver::powerstone\\src\\org\\powerstone\\workflow\\model\\WorkflowDriver.java::private String flowDriverName;,4,"powerstone\web\WEB-INF\validation.xml::validation.xml::<field property=""flowDriverName"" depends=""required*maxlength"">::120","powerstone\web\WEB-INF\views\flow_driver\driverForm.jsp::driverForm.jsp::<spring:bind path=""driver.flowDriverName"">::38","powerstone\src\org\powerstone\workflow\model\WorkflowDriver.hbm.xml::WorkflowDriver.hbm.xml::name=""flowDriverName""::30","powerstone\web\WEB-INF\views\flow_driver\listDriversToDeploy.jsp::listDriversToDeploy.jsp::<c:out value=""${theDriver.flowDriverName}""/>::30",,,,,,,,,,,,,,,,,,,,,,,
driverOutputParamEnumeValue,WFDriverOutputParamEnume::powerstone\\src\\org\\powerstone\\workflow\\model\\WFDriverOutputParamEnume.java::private String driverOutputParamEnumeValue;,4,"powerstone\web\WEB-INF\views\flow_driver\seeDriverDetail.jsp::seeDriverDetail.jsp::<c:out value=""${theOutputParamEnume.driverOutputParamEnumeValue}""/>::72","powerstone\web\WEB-INF\validation.xml::validation.xml::<field property=""driverOutputParamEnumeValue"" depends=""required"">::167","powerstone\src\org\powerstone\workflow\model\WFDriverOutputParamEnume.hbm.xml::WFDriverOutputParamEnume.hbm.xml::name=""driverOutputParamEnumeValue""::38","powerstone\web\WEB-INF\views\flow_driver\driverOutputEnumeForm.jsp::driverOutputEnumeForm.jsp::<spring:bind path=""driverOutputEnume.driverOutputParamEnumeValue"">::44",,,,,,,,,,,,,,,,,,,,,,,
performerDetail,FlowNodeBinding::powerstone\\src\\org\\powerstone\\workflow\\model\\FlowNodeBinding.java::private String performerDetail;,5,"powerstone\web\WEB-INF\views\flow_performer\configNodePerformer.jsp::configNodePerformer.jsp::<c:if test=""${currNode.nodeID eq nodeBinding.performerDetail}"">::233","powerstone\web\WEB-INF\views\flow_performer\configNodePerformer.jsp::configNodePerformer.jsp::<c:if test=""${currNode.nodeID eq nodeBinding.performerDetail}"">::199","powerstone\web\WEB-INF\views\flow_performer\configNodePerformer.jsp::configNodePerformer.jsp::<c:if test=""${empty nodeBinding.performerDetail}"">::225","powerstone\src\org\powerstone\workflow\model\FlowNodeBinding.hbm.xml::FlowNodeBinding.hbm.xml::name=""performerDetail""::54","powerstone\web\WEB-INF\views\flow_performer\configNodePerformer.jsp::configNodePerformer.jsp::<c:if test=""${empty nodeBinding.performerDetail}"">::192",,,,,,,,,,,,,,,,,,,,,,
flowDeployName,FlowDeploy::powerstone\\src\\org\\powerstone\\workflow\\model\\FlowDeploy.java::private String flowDeployName;,3,"powerstone\web\WEB-INF\validation.xml::validation.xml::<field property=""flowDeployName"" depends=""required*maxlength"">::181","powerstone\src\org\powerstone\workflow\model\FlowDeploy.hbm.xml::FlowDeploy.hbm.xml::name=""flowDeployName""::30","powerstone\web\WEB-INF\views\flow_deploy\flowDeployForm.jsp::flowDeployForm.jsp::<spring:bind path=""flowDeploy.flowDeployName"">::45",,,,,,,,,,,,,,,,,,,,,,,,
flowMetaName,FlowMetaFile::powerstone\\src\\org\\powerstone\\workflow\\model\\FlowMetaFile.java::private String flowMetaName;,4,"powerstone\web\WEB-INF\views\flow_meta\seeFlowMeta.jsp::seeFlowMeta.jsp::<fmt:message key=""flowMeta.process_name""/><c:out value=""${workflowMeta.flowFileInUse.flowMetaName}""/>::175","powerstone\web\WEB-INF\views\business_type\listAllBusinessTypes.jsp::listAllBusinessTypes.jsp::<c:out value=""${flowMeta.flowFileInUse.flowMetaName}""/>::100","powerstone\web\WEB-INF\views\business_type\listAllBusinessTypes.jsp::listAllBusinessTypes.jsp::<c:out value=""${flowMeta.flowFileInUse.flowMetaName}""/>::122","powerstone\src\org\powerstone\workflow\model\FlowMetaFile.hbm.xml::FlowMetaFile.hbm.xml::name=""flowMetaName""::38",,,,,,,,,,,,,,,,,,,,,,,
taskRefuses,FlowTask::powerstone\\src\\org\\powerstone\\workflow\\model\\FlowTask.java::private List taskRefuses = new ArrayList();,1,"powerstone\src\org\powerstone\workflow\model\FlowTask.hbm.xml::FlowTask.hbm.xml::name=""taskRefuses""::144",,,,,,,,,,,,,,,,,,,,,,,,,,
resourceCache,AcegiCacheManager::powerstone\\src\\org\\powerstone\\acegi\\cache\\AcegiCacheManager.java::private ResourceCache resourceCache;,1,"powerstone\web\WEB-INF\acegi_context.xml::acegi_context.xml::<property name=""resourceCache"" ref=""resourceCache"" />::355",,,,,,,,,,,,,,,,,,,,,,,,,,
writeURL,WorkflowDriver::powerstone\\src\\org\\powerstone\\workflow\\model\\WorkflowDriver.java::private String writeURL;,4,"powerstone\web\WEB-INF\views\flow_driver\driverForm.jsp::driverForm.jsp::<spring:bind path=""driver.writeURL"">::65","powerstone\src\org\powerstone\workflow\model\WorkflowDriver.hbm.xml::WorkflowDriver.hbm.xml::name=""writeURL""::52",powerstone\src\org\powerstone\workflow\model\WorkflowDriver.hbm.xml::WorkflowDriver.hbm.xml::from WorkflowDriver wd where wd.contextPath = ? and wd.writeURL = ?::118,"powerstone\web\WEB-INF\validation.xml::validation.xml::<field property=""writeURL"" depends=""required*mask"">::127",,,,,,,,,,,,,,,,,,,,,,,
token,UserToken::powerstone\\src\\org\\powerstone\\ca\\model\\UserToken.java::private String token;,2,"powerstone\src\org\powerstone\ca\model\UserToken.hbm.xml::UserToken.hbm.xml::name=""token""::30",powerstone\src\org\powerstone\ca\model\UserToken.hbm.xml::UserToken.hbm.xml::select ut from UserToken as ut where ut.token = ? and ut.ipAddress = ?::77,,,,,,,,,,,,,,,,,,,,,,,,,
taskCandidateUserID,NewTask::powerstone\\src\\org\\powerstone\\workflow\\model\\NewTask.java::private String taskCandidateUserID;,4,powerstone\src\org\powerstone\workflow\model\FlowTask.hbm.xml::FlowTask.hbm.xml::select task from NewTask nt join nt.flowTask task join task.flowNodeBinding.flowDeploy.workflowMeta.businessType bt where nt.taskCandidateUserID = ? and bt.typeID = ? and task.taskState in(?) order by task.createTime desc::209,powerstone\src\org\powerstone\workflow\model\FlowTask.hbm.xml::FlowTask.hbm.xml::select count(*) from NewTask nt join nt.flowTask task join task.flowNodeBinding.flowDeploy.workflowMeta.businessType bt where nt.taskCandidateUserID = ? and task.taskState in(?) and bt.typeID = ?::203,"powerstone\src\org\powerstone\workflow\model\NewTask.hbm.xml::NewTask.hbm.xml::name=""taskCandidateUserID""::38",powerstone\src\org\powerstone\workflow\model\FlowTask.hbm.xml::FlowTask.hbm.xml::select bt.typeID*count(*) from NewTask nt join nt.flowTask task join task.flowNodeBinding.flowDeploy.workflowMeta.businessType bt where nt.taskCandidateUserID = ? and task.taskState in (?) group by bt::179,,,,,,,,,,,,,,,,,,,,,,,
readURL,WorkflowDriver::powerstone\\src\\org\\powerstone\\workflow\\model\\WorkflowDriver.java::private String readURL;,4,"powerstone\src\org\powerstone\workflow\model\WorkflowDriver.hbm.xml::WorkflowDriver.hbm.xml::name=""readURL""::45","powerstone\web\WEB-INF\views\work_list\showExecutingTask.jsp::showExecutingTask.jsp::src='<c:out value=""${flowDriver.contextPath}""/>/<c:out value=""${flowDriver.readURL}""/>?<c:out value=""${taskIDParamName}""/>=<c:out value=""${taskID}""/>'::37",powerstone\src\org\powerstone\workflow\model\WorkflowDriver.hbm.xml::WorkflowDriver.hbm.xml::from WorkflowDriver wd where wd.contextPath = ? and wd.readURL = ?::115,"powerstone\web\WEB-INF\views\flow_driver\driverForm.jsp::driverForm.jsp::<spring:bind path=""driver.readURL"">::56",,,,,,,,,,,,,,,,,,,,,,,
webModuleName,WebModule::powerstone\\src\\org\\powerstone\\ca\\model\\WebModule.java::private String webModuleName;,3,"powerstone\web\WEB-INF\views\resource_manage\webModuleForm.jsp::webModuleForm.jsp::<spring:bind path=""webModule.webModuleName"">::48","powerstone\src\org\powerstone\ca\model\WebModule.hbm.xml::WebModule.hbm.xml::name=""webModuleName""::30","powerstone\web\WEB-INF\validation.xml::validation.xml::<field property=""webModuleName"" depends=""required*maxlength"">::66",,,,,,,,,,,,,,,,,,,,,,,,
