roleList,User::springside\\examples\\mini-web\\src\\main\\java\\org\\springside\\examples\\miniweb\\entity\\account\\User.java::private List<Role> roleList = Lists.newArrayList();//鏈夊簭鐨勫叧鑱斿璞￠泦鍚?User::springside\\examples\\showcase\\src\\main\\java\\org\\springside\\examples\\showcase\\common\\entity\\User.java::private List<Role> roleList = Lists.newArrayList(); //鏈夊簭鐨勫叧鑱斿璞￠泦鍚?UserDTO::springside\\examples\\showcase\\src\\main\\java\\org\\springside\\examples\\showcase\\rs\\dto\\UserDTO.java::private List<RoleDTO> roleList = Lists.newArrayList();,1,"springside\examples\mini-web\src\main\resources\ehcache\ehcache-hibernate-local.xml::ehcache-hibernate-local.xml::<cache name=""org.springside.examples.miniweb.entity.account.User.roleList"" maxElementsInMemory=""10000""::13",,,,,,,,,,,,,
roleList,User::springside\\examples\\mini-service\\src\\main\\java\\org\\springside\\examples\\miniservice\\entity\\account\\User.java::private List<Role> roleList = Lists.newArrayList();,1,"springside\examples\mini-service\src\main\resources\ehcache\ehcache-hibernate-local.xml::ehcache-hibernate-local.xml::<cache name=""org.springside.examples.miniservice.entity.account.User.roleList"" maxElementsInMemory=""10000""::13",,,,,,,,,,,,,
mailSender,SimpleMailService::springside\\examples\\showcase\\src\\main\\java\\org\\springside\\examples\\showcase\\email\\SimpleMailService.java::private JavaMailSender mailSender;,1,"springside\examples\showcase\src\main\resources\email\applicationContext-email.xml::applicationContext-email.xml::<property name=""mailSender"" ref=""mailSender"" />::24",,,,,,,,,,,,,
mailSender,MimeMailService::springside\\examples\\showcase\\src\\main\\java\\org\\springside\\examples\\showcase\\email\\MimeMailService.java::private JavaMailSender mailSender;,1,"springside\examples\showcase\src\main\resources\email\applicationContext-email.xml::applicationContext-email.xml::<property name=""mailSender"" ref=""mailSender"" />::35",,,,,,,,,,,,,
jmsTemplate,NotifyMessageProducer::springside\\examples\\showcase\\src\\main\\java\\org\\springside\\examples\\showcase\\jms\\simple\\NotifyMessageProducer.java::private JmsTemplate jmsTemplate;,1,"springside\examples\showcase\src\main\resources\jms\applicationContext-jms-simple.xml::applicationContext-jms-simple.xml::<property name=""jmsTemplate"" ref=""jmsTemplate"" />::35",,,,,,,,,,,,,
jmsTemplate,AdvancedNotifyMessageProducer::springside\\examples\\showcase\\src\\main\\java\\org\\springside\\examples\\showcase\\jms\\advanced\\AdvancedNotifyMessageProducer.java::private JmsTemplate jmsTemplate;,1,"springside\examples\showcase\src\main\resources\jms\applicationContext-jms-advanced.xml::applicationContext-jms-advanced.xml::<property name=""jmsTemplate"" ref=""advancedJmsTemplate"" />::50",,,,,,,,,,,,,
shutdownTimeout,SpringCronJob::springside\\examples\\showcase\\src\\main\\java\\org\\springside\\examples\\showcase\\schedule\\SpringCronJob.java::private int shutdownTimeout = Integer.MAX_VALUE;,1,"springside\examples\showcase\src\main\resources\schedule\applicationContext-executor.xml::applicationContext-executor.xml::<property name=""shutdownTimeout"" value=""20"" />::23",,,,,,,,,,,,,
shutdownTimeout,JdkExecutorJob::springside\\examples\\showcase\\src\\main\\java\\org\\springside\\examples\\showcase\\schedule\\JdkExecutorJob.java::private int shutdownTimeout = Integer.MAX_VALUE;,1,"springside\examples\showcase\src\main\resources\schedule\applicationContext-executor.xml::applicationContext-executor.xml::<property name=""shutdownTimeout"" value=""20"" />::15",,,,,,,,,,,,,
period,JdkExecutorJob::springside\\examples\\showcase\\src\\main\\java\\org\\springside\\examples\\showcase\\schedule\\JdkExecutorJob.java::private int period = 0;,1,"springside\examples\showcase\src\main\resources\schedule\applicationContext-executor.xml::applicationContext-executor.xml::<property name=""period"" value=""60"" />::11",,,,,,,,,,,,,
memcachedNodes,"SpyMemcachedClient::springside\\modules\\extension\\src\\main\\java\\org\\springside\\modules\\memcached\\SpyMemcachedClient.java::private String memcachedNodes = ""localhost:11211"";",1,"springside\examples\showcase\src\main\resources\cache\applicationContext-memcached.xml::applicationContext-memcached.xml::<property name=""memcachedNodes"" value=""localhost:11211"" />::9",,,,,,,,,,,,,
plainPassword,User::springside\\examples\\showcase\\src\\main\\java\\org\\springside\\examples\\showcase\\common\\entity\\User.java::private String plainPassword;,1,"springside\examples\showcase\src\main\webapp\WEB-INF\content\common\user-input.jsp::user-input.jsp::<td><input type=""password"" name=""plainPassword"" size=""40"" value=""${plainPassword}""/></td>::36",,,,,,,,,,,,,
createTime,AuditableEntity::springside\\examples\\showcase\\src\\main\\java\\org\\springside\\examples\\showcase\\orm\\hibernate\\AuditableEntity.java::protected Date createTime;,1,"springside\examples\showcase\src\main\webapp\WEB-INF\content\common\user-input.jsp::user-input.jsp::<td>${createBy} <fmt:formatDate value=""${createTime}"" type=""both""/></td>::45",,,,,,,,,,,,,
status,User::springside\\examples\\showcase\\src\\main\\java\\org\\springside\\examples\\showcase\\common\\entity\\User.java::private String status;,1,springside\examples\showcase\src\main\webapp\WEB-INF\content\common\user.jsp::user.jsp::<td>${status}&nbsp;</td>::52,,,,,,,,,,,,,
operationTimeout,SpyMemcachedClient::springside\\modules\\extension\\src\\main\\java\\org\\springside\\modules\\memcached\\SpyMemcachedClient.java::private long operationTimeout = 1000; //default value in Spy is 1000ms,1,"springside\examples\showcase\src\main\resources\cache\applicationContext-memcached.xml::applicationContext-memcached.xml::<property name=""operationTimeout"" value=""200"" />::11",,,,,,,,,,,,,
batchSize,JdbcLogWriter::springside\\examples\\showcase\\src\\main\\java\\org\\springside\\examples\\showcase\\log\\appender\\JdbcLogWriter.java::protected int batchSize = 10;,1,"springside\examples\showcase\src\main\resources\log\applicationContext-log.xml::applicationContext-log.xml::<property name=""batchSize"" value=""10"" />::16",,,,,,,,,,,,,
