initialDelay,JdkExecutorJob.java,springside\\examples\\showcase\\src\\main\\java\\org\\springside\\examples\\showcase\\schedule\\JdkExecutorJob.java,"<property name=""initialDelay"" value=""2"" />",13,applicationContext-executor.xml,springside\examples\showcase\src\main\resources\schedule\applicationContext-executor.xml
workingVersion,UserAction.java,springside\\examples\\showcase\\src\\main\\java\\org\\springside\\examples\\showcase\\common\\web\\UserAction.java,"<input type=""hidden"" name=""workingVersion"" value=""${version}""/>",24,user-input.jsp,springside\examples\showcase\src\main\webapp\WEB-INF\content\common\user-input.jsp
createBy,AuditableEntity.java,springside\\examples\\showcase\\src\\main\\java\\org\\springside\\examples\\showcase\\orm\\hibernate\\AuditableEntity.java,"<td>${createBy} <fmt:formatDate value=""${createTime}"" type=""both""/></td>",45,user-input.jsp,springside\examples\showcase\src\main\webapp\WEB-INF\content\common\user-input.jsp
defaultUserName,AutoLoginFilter.java,springside\\examples\\showcase\\src\\main\\java\\org\\springside\\examples\\showcase\\security\\AutoLoginFilter.java,"<property name=""defaultUserName"" value=""admin"" />",43,applicationContext-security.xml,springside\examples\showcase\src\main\resources\security\applicationContext-security.xml
lastModifyTime,AuditableEntity.java,springside\\examples\\showcase\\src\\main\\java\\org\\springside\\examples\\showcase\\orm\\hibernate\\AuditableEntity.java,"<td>${lastModifyBy} <fmt:formatDate value=""${lastModifyTime}"" type=""both""/></td>",49,user-input.jsp,springside\examples\showcase\src\main\webapp\WEB-INF\content\common\user-input.jsp
shaPassword,User.java,springside\\examples\\showcase\\src\\main\\java\\org\\springside\\examples\\showcase\\common\\entity\\User.java,<td>${shaPassword}</td>,40,user-input.jsp,springside\examples\showcase\src\main\webapp\WEB-INF\content\common\user-input.jsp
lastModifyBy,AuditableEntity.java,springside\\examples\\showcase\\src\\main\\java\\org\\springside\\examples\\showcase\\orm\\hibernate\\AuditableEntity.java,"<td>${lastModifyBy} <fmt:formatDate value=""${lastModifyTime}"" type=""both""/></td>",49,user-input.jsp,springside\examples\showcase\src\main\webapp\WEB-INF\content\common\user-input.jsp
allUserList,UserAction.java,springside\\examples\\showcase\\src\\main\\java\\org\\springside\\examples\\showcase\\common\\web\\UserAction.java,"<s:iterator value=""allUserList"">",45,user.jsp,springside\examples\showcase\src\main\webapp\WEB-INF\content\common\user.jsp
traceStarted,JmxClientAction.java,springside\\examples\\showcase\\src\\main\\java\\org\\springside\\examples\\showcase\\jmx\\client\\JmxClientAction.java,"race:<span id=""traceStatus"">${traceStarted}</span><br/>",95,jmx-client.jsp,springside\examples\showcase\src\main\webapp\WEB-INF\content\jmx\jmx-client.jsp
textTemplate,SimpleMailService.java,springside\\examples\\showcase\\src\\main\\java\\org\\springside\\examples\\showcase\\email\\SimpleMailService.java,"<property name=""textTemplate"">",25,applicationContext-email.xml,springside\examples\showcase\src\main\resources\email\applicationContext-email.xml
