id,org powerstone workflow model FlowTaskRole String roleID FlowTask flowTask Long id,org powerstone workflow model FlowTaskRole id flowTask roleID,1,FlowTaskRole,FlowTaskRole,FlowTaskRole.hbm.xml,powerstone\src\org\powerstone\workflow\model\FlowTaskRole.java,powerstone\src\org\powerstone\workflow\model\FlowTaskRole.hbm.xml,org powerstone workflow model FlowTaskRole WF FLOW TASK ROLE id PK ID java lang Long native roleID string VC USER true flowTask FlowTask none auto FK, hibernate class table WF FLOW TASK ROLE p Title PowerStone id column PK ID unsaved value generator native return Long property VC USER length type string not null true String many to one FK org powerstone workflow model FlowTask FlowTaskRole roleID flowTask getId Optional  setId this empty getRoleID setRoleID getFlowTask setFlowTask equals object if instanceof false ftr new EqualsBuilder append toString isEquals hashCode HashCodeBuilder toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE RoleID liyingquan gmail com diamond china msn
url,org powerstone ca tags HasNoRightToDoTag String url CATagSupport long serialVersionUID Log log DEFAULT CA DELEGATER BEAN NAME caDelegaterBeanName CADelegater caDelegater AuthenticationUtil authenticationUtil acegi util AccessDecisionVoter accessDecisionVoter FilterInvocationDefinitionSource filterInvocationDefinitionSource authenticationUtilBeanName WebApplicationContext wac,org powerstone ca tags HasNoRightToDoTag hasNoRightToDoTag url,1,HasNoRightToDoTag,powerstone ca,powerstone-ca.tld,powerstone\src\org\powerstone\ca\tags\HasNoRightToDoTag.java,powerstone\web\WEB-INF\powerstone-ca.tld,ca http www powerstone org hasRightToDo tags HasRightToDoTag JSP url true alt false hasNoRightToDoTag HasNoRightToDoTag online OnlineTag notOnline NotOnlineTag currentUser CurrentUserIDTag currentUserName CurrentUserNameTag currentRealName CurrentRealNameTag, HasNoRightToDoTag CATagSupport url doStartTag Optional  AuthenticationUtil authenticationUtil getAuthenticationUtil pageContext String userName getCurrentUser if log isDebugEnabled debug null return TagSupport EVAL BODY INCLUDE dd split amp for int i length isAccessableTo SKIP User hasNoRightToDo with anyone of s empty doEndTag PAGE setUrl this liyingquan gmail com diamond china msn
url,org powerstone ca tags HasRightToDoTag String alt url CATagSupport long serialVersionUID Log log DEFAULT CA DELEGATER BEAN NAME caDelegaterBeanName CADelegater caDelegater AuthenticationUtil authenticationUtil acegi util AccessDecisionVoter accessDecisionVoter FilterInvocationDefinitionSource filterInvocationDefinitionSource authenticationUtilBeanName WebApplicationContext wac,org powerstone ca tags HasRightToDoTag hasRightToDo url alt,1,HasRightToDoTag,powerstone ca,powerstone-ca.tld,powerstone\src\org\powerstone\ca\tags\HasRightToDoTag.java,powerstone\web\WEB-INF\powerstone-ca.tld,ca http www powerstone org hasRightToDo tags HasRightToDoTag JSP url true alt false hasNoRightToDoTag HasNoRightToDoTag online OnlineTag notOnline NotOnlineTag currentUser CurrentUserIDTag currentUserName CurrentUserNameTag currentRealName CurrentRealNameTag, HasRightToDoTag CATagSupport alt url doStartTag Optional  AuthenticationUtil authenticationUtil getAuthenticationUtil pageContext String userName getCurrentUser if log isDebugEnabled debug null dd split for int i length isAccessableTo return TagSupport EVAL BODY INCLUDE warn Access userID denied SKIP empty doEndTag try super getOut write catch Exception e PAGE setAlt this setUrl liyingquan gmail com diamond china msn
user,org powerstone ca model UserRight Long rightID String inheritable User user privilege Resource resource,org powerstone ca model UserRight rightID user resource inheritable privilege,1,UserRight,UserRight,UserRight.hbm.xml,powerstone\src\org\powerstone\ca\model\UserRight.java,powerstone\src\org\powerstone\ca\model\UserRight.hbm.xml,org powerstone ca model UserRight CA USER RIGHT rightID PK ID java lang Long native inheritable string VC INHERITABLE user User none auto FK privilege PRIVILEGE true resource Resource RESOURCE, hibernate class table CA USER RIGHT p Title PowerStone id column PK ID unsaved value generator native return Long property VC INHERITABLE length type string String many to one FK org powerstone ca model User PRIVILEGE not null true RESOURCE Resource UserRight rightID inheritable user privilege resource getRightID Optional  getInheritable getUser getPrivilege getResource setInheritable this empty setPrivilege setResource setRightID setUser equals object if instanceof false userRight new EqualsBuilder append isEquals hashCode HashCodeBuilder toString toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE liyingquan gmail com diamond china msn
user,org powerstone ca model UserRight Long rightID String inheritable User user privilege Resource resource,select ur from UserRight as where user id and resource privilege,1,UserRight,User,User.hbm.xml,powerstone\src\org\powerstone\ca\model\UserRight.java,powerstone\src\org\powerstone\ca\model\User.hbm.xml,org powerstone ca model User CA USER id PK ID java lang Long native userName string VC NAME true password PASSWORD realName REAL sex SEX email EMAIL memo MEMO state STATE groups JOIN GROUP save update FK Group auto roles ROLE Role rights all delete orphan UserRight webModules WEBMODULE WebModule WEB MODULE AllUsers UsersByState UsersHaveNoGroup ByUserName ByEmail UsersOfResource UserRightsByCombineKeys, hibernate class table CA USER RIGHT p Title PowerStone id column PK ID unsaved value generator native return Long property VC INHERITABLE length type string String many to one FK org powerstone ca model User PRIVILEGE not null true RESOURCE Resource UserRight rightID inheritable user privilege resource getRightID Optional  getInheritable getUser getPrivilege getResource setInheritable this empty setPrivilege setResource setRightID setUser equals object if instanceof false userRight new EqualsBuilder append isEquals hashCode HashCodeBuilder toString toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE liyingquan gmail com diamond china msn
group,org powerstone ca model GroupRight Long rightID String inheritable Group group privilege Resource resource,org powerstone ca model GroupRight rightID group resource privilege inheritable,1,GroupRight,GroupRight,GroupRight.hbm.xml,powerstone\src\org\powerstone\ca\model\GroupRight.java,powerstone\src\org\powerstone\ca\model\GroupRight.hbm.xml,org powerstone ca model GroupRight CA GROUP RIGHT rightID PK ID java lang Long native group Group none auto FK resource Resource RESOURCE privilege string VC PRIVILEGE true inheritable INHERITABLE, hibernate class table CA GROUP RIGHT p Title PowerStone id column PK ID unsaved value generator native return Long many to one FK org powerstone ca model Group RESOURCE Resource property VC PRIVILEGE length type string not null true String INHERITABLE GroupRight rightID inheritable group privilege resource getRightID Optional  getGroup getResource getPrivilege getInheritable setGroup this empty setInheritable setPrivilege setResource setRightID equals object if instanceof false groupRight new EqualsBuilder append isEquals hashCode HashCodeBuilder toString toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE liyingquan gmail com diamond china msn
group,org powerstone ca model GroupRight Long rightID String inheritable Group group privilege Resource resource,select g from Group as left join rights gr where resource id,1,GroupRight,Group,Group.hbm.xml,powerstone\src\org\powerstone\ca\model\GroupRight.java,powerstone\src\org\powerstone\ca\model\Group.hbm.xml,org powerstone ca model Group CA GROUP groupID PK ID java lang Long native groupName string VC NAME true memo MEMO parentGroup none auto FK PARENT users JOIN USER save update User rights all delete orphan GroupRight childGroups AllGroups GroupMembersByPage GroupRightsByCombineKeys GroupsOfResource, hibernate class table CA GROUP RIGHT p Title PowerStone id column PK ID unsaved value generator native return Long many to one FK org powerstone ca model Group RESOURCE Resource property VC PRIVILEGE length type string not null true String INHERITABLE GroupRight rightID inheritable group privilege resource getRightID Optional  getGroup getResource getPrivilege getInheritable setGroup this empty setInheritable setPrivilege setResource setRightID equals object if instanceof false groupRight new EqualsBuilder append isEquals hashCode HashCodeBuilder toString toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE liyingquan gmail com diamond china msn
resource,org powerstone ca model GroupRight Long rightID String inheritable Group group privilege Resource resource,select g from Group as left join rights gr where resource id,1,GroupRight,Group,Group.hbm.xml,powerstone\src\org\powerstone\ca\model\GroupRight.java,powerstone\src\org\powerstone\ca\model\Group.hbm.xml,org powerstone ca model Group CA GROUP groupID PK ID java lang Long native groupName string VC NAME true memo MEMO parentGroup none auto FK PARENT users JOIN USER save update User rights all delete orphan GroupRight childGroups AllGroups GroupMembersByPage GroupRightsByCombineKeys GroupsOfResource, hibernate class table CA GROUP RIGHT p Title PowerStone id column PK ID unsaved value generator native return Long many to one FK org powerstone ca model Group RESOURCE Resource property VC PRIVILEGE length type string not null true String INHERITABLE GroupRight rightID inheritable group privilege resource getRightID Optional  getGroup getResource getPrivilege getInheritable setGroup this empty setInheritable setPrivilege setResource setRightID equals object if instanceof false groupRight new EqualsBuilder append isEquals hashCode HashCodeBuilder toString toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE liyingquan gmail com diamond china msn
resource,org powerstone ca model GroupRight Long rightID String inheritable Group group privilege Resource resource,select g from Group as left join rights gr where resource id,1,GroupRight,Group,Group.hbm.xml,powerstone\src\org\powerstone\ca\model\GroupRight.java,powerstone\src\org\powerstone\ca\model\Group.hbm.xml,org powerstone ca model Group CA GROUP groupID PK ID java lang Long native groupName string VC NAME true memo MEMO parentGroup none auto FK PARENT users JOIN USER save update User rights all delete orphan GroupRight childGroups AllGroups GroupMembersByPage GroupRightsByCombineKeys GroupsOfResource, hibernate class table CA GROUP RIGHT p Title PowerStone id column PK ID unsaved value generator native return Long many to one FK org powerstone ca model Group RESOURCE Resource property VC PRIVILEGE length type string not null true String INHERITABLE GroupRight rightID inheritable group privilege resource getRightID Optional  getGroup getResource getPrivilege getInheritable setGroup this empty setInheritable setPrivilege setResource setRightID equals object if instanceof false groupRight new EqualsBuilder append isEquals hashCode HashCodeBuilder toString toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE liyingquan gmail com diamond china msn
resource,org powerstone ca model GroupRight Long rightID String inheritable Group group privilege Resource resource,org powerstone ca model GroupRight rightID group resource privilege inheritable,1,GroupRight,GroupRight,GroupRight.hbm.xml,powerstone\src\org\powerstone\ca\model\GroupRight.java,powerstone\src\org\powerstone\ca\model\GroupRight.hbm.xml,org powerstone ca model GroupRight CA GROUP RIGHT rightID PK ID java lang Long native group Group none auto FK resource Resource RESOURCE privilege string VC PRIVILEGE true inheritable INHERITABLE, hibernate class table CA GROUP RIGHT p Title PowerStone id column PK ID unsaved value generator native return Long many to one FK org powerstone ca model Group RESOURCE Resource property VC PRIVILEGE length type string not null true String INHERITABLE GroupRight rightID inheritable group privilege resource getRightID Optional  getGroup getResource getPrivilege getInheritable setGroup this empty setInheritable setPrivilege setResource setRightID equals object if instanceof false groupRight new EqualsBuilder append isEquals hashCode HashCodeBuilder toString toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE liyingquan gmail com diamond china msn
resource,org powerstone ca model RoleRight Long rightID String inheritable Role role privilege Resource resource,select r from Role as left join rights rr where resource id,1,RoleRight,Role,Role.hbm.xml,powerstone\src\org\powerstone\ca\model\RoleRight.java,powerstone\src\org\powerstone\ca\model\Role.hbm.xml,org powerstone ca model Role CA ROLE roleID PK ID java lang Long native roleName string VC NAME true memo MEMO users JOIN USER save update FK User auto rights all delete orphan RoleRight AllRoles RoleMembersByPage RoleRightsByCombineKeys RolesOfResource, hibernate class table CA ROLE RIGHT p Title PowerStone id column PK ID unsaved value generator native return Long property VC PRIVILEGE length type string not null true String INHERITABLE many to one FK org powerstone ca model Role RESOURCE Resource RoleRight rightID inheritable role privilege resource getRightID Optional  getPrivilege getInheritable getRole getResource setInheritable this empty setPrivilege setResource setRightID setRole equals object if instanceof false roleRight new EqualsBuilder append isEquals hashCode HashCodeBuilder toString toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE liyingquan gmail com diamond china msn
resource,org powerstone ca model RoleRight Long rightID String inheritable Role role privilege Resource resource,select r from Role as left join rights rr where resource id,1,RoleRight,Role,Role.hbm.xml,powerstone\src\org\powerstone\ca\model\RoleRight.java,powerstone\src\org\powerstone\ca\model\Role.hbm.xml,org powerstone ca model Role CA ROLE roleID PK ID java lang Long native roleName string VC NAME true memo MEMO users JOIN USER save update FK User auto rights all delete orphan RoleRight AllRoles RoleMembersByPage RoleRightsByCombineKeys RolesOfResource, hibernate class table CA ROLE RIGHT p Title PowerStone id column PK ID unsaved value generator native return Long property VC PRIVILEGE length type string not null true String INHERITABLE many to one FK org powerstone ca model Role RESOURCE Resource RoleRight rightID inheritable role privilege resource getRightID Optional  getPrivilege getInheritable getRole getResource setInheritable this empty setPrivilege setResource setRightID setRole equals object if instanceof false roleRight new EqualsBuilder append isEquals hashCode HashCodeBuilder toString toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE liyingquan gmail com diamond china msn
resource,org powerstone ca model RoleRight Long rightID String inheritable Role role privilege Resource resource,org powerstone ca model UserRight rightID user resource inheritable privilege,1,RoleRight,UserRight,UserRight.hbm.xml,powerstone\src\org\powerstone\ca\model\RoleRight.java,powerstone\src\org\powerstone\ca\model\UserRight.hbm.xml,org powerstone ca model UserRight CA USER RIGHT rightID PK ID java lang Long native inheritable string VC INHERITABLE user User none auto FK privilege PRIVILEGE true resource Resource RESOURCE, hibernate class table CA ROLE RIGHT p Title PowerStone id column PK ID unsaved value generator native return Long property VC PRIVILEGE length type string not null true String INHERITABLE many to one FK org powerstone ca model Role RESOURCE Resource RoleRight rightID inheritable role privilege resource getRightID Optional  getPrivilege getInheritable getRole getResource setInheritable this empty setPrivilege setResource setRightID setRole equals object if instanceof false roleRight new EqualsBuilder append isEquals hashCode HashCodeBuilder toString toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE liyingquan gmail com diamond china msn
resource,org powerstone ca model RoleRight Long rightID String inheritable Role role privilege Resource resource,org powerstone ca model RoleRight rightID role resource privilege inheritable,1,RoleRight,RoleRight,RoleRight.hbm.xml,powerstone\src\org\powerstone\ca\model\RoleRight.java,powerstone\src\org\powerstone\ca\model\RoleRight.hbm.xml,org powerstone ca model RoleRight CA ROLE RIGHT rightID PK ID java lang Long native privilege string VC PRIVILEGE true inheritable INHERITABLE role Role none auto FK resource Resource RESOURCE, hibernate class table CA ROLE RIGHT p Title PowerStone id column PK ID unsaved value generator native return Long property VC PRIVILEGE length type string not null true String INHERITABLE many to one FK org powerstone ca model Role RESOURCE Resource RoleRight rightID inheritable role privilege resource getRightID Optional  getPrivilege getInheritable getRole getResource setInheritable this empty setPrivilege setResource setRightID setRole equals object if instanceof false roleRight new EqualsBuilder append isEquals hashCode HashCodeBuilder toString toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE liyingquan gmail com diamond china msn
resource,org powerstone ca model UserRight Long rightID String inheritable User user privilege Resource resource,select ur from UserRight as where user id and resource privilege,1,UserRight,User,User.hbm.xml,powerstone\src\org\powerstone\ca\model\UserRight.java,powerstone\src\org\powerstone\ca\model\User.hbm.xml,org powerstone ca model User CA USER id PK ID java lang Long native userName string VC NAME true password PASSWORD realName REAL sex SEX email EMAIL memo MEMO state STATE groups JOIN GROUP save update FK Group auto roles ROLE Role rights all delete orphan UserRight webModules WEBMODULE WebModule WEB MODULE AllUsers UsersByState UsersHaveNoGroup ByUserName ByEmail UsersOfResource UserRightsByCombineKeys, hibernate class table CA USER RIGHT p Title PowerStone id column PK ID unsaved value generator native return Long property VC INHERITABLE length type string String many to one FK org powerstone ca model User PRIVILEGE not null true RESOURCE Resource UserRight rightID inheritable user privilege resource getRightID Optional  getInheritable getUser getPrivilege getResource setInheritable this empty setPrivilege setResource setRightID setUser equals object if instanceof false userRight new EqualsBuilder append isEquals hashCode HashCodeBuilder toString toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE liyingquan gmail com diamond china msn
